finding_id,issue_title,unit,program,year,cause_category,cause_detail,issue_detail,recommendation,outcomes_impact
FL-0115,การดำเนินงานไม่บรรลุวัตถุประสงค์เป้าหมายของโครงการ                                                  ,เทศบาลนครหาดใหญ่,การดำเนินโครงการติดตั้งกล้องวงจรปิดของหน่วยงานรัฐ,2557,,"1.หน่วยงานของรัฐไม่ได้มีการแต่งตั้งบุคคลากรอย่างเป็นทางการให้เป็นผู้
ดูแลระบบกล้องโทรทัศน์วงจรปิด
2.บุคคลากรของหน่วยงานของรัฐยังขาดความรู้ความเข้าใจเกี่ยวกับระบบ
กล้องวงจรปิด
","การดำเนินโครงการจัดหากล้องวงจรปิดของหน่วยงานรัฐในจังหวัด
ชายแดนภาคใต้ไม่บรรลุวัตถุประสงค์
","อธิบบดีกรมส่งเสริมการปกครองท้องถิ่น ผู้ว่าราชการจังหวัดสงขลาและจังหวัดสตูล 
ควรดำเนินการ
 -กำกับดูแลให้ อปท.จัดให้มีระบบการดูแลระบบกล้องวงจรปิดให้อยู่ในสภาพพร้อม
ใช้งานและประมวลเนื้อหาของการบันึกภาพตามวัตถุประสงค์ของโครงการ
นายอำเภอ ผู้กำกับการตำรวจภูธร น","1.อาจทำให้เกิดความสูญเปล่าของงบประมาณที่ใช้ในการจัดทำโครงการ
หากโครงการไม่สามารถดำเนินการให้เป็นไปตามวัตถุประสงค์ที่วางไว้ โดยประมาณการ
ความสูญเสียโอกาสได้เป็นจำนวน 32,282,841.49 บาท
2.สูญเสียโอกาสที่จะนำเงินงบประมาณของแผ่นดินไปดำเนินโครงการที่มีประโยชน์ม"
FL-0123,การดำเนินงานไม่บรรลุวัตถุประสงค์เป้าหมายของโครงการ                                                  ,สำนักงานคณะกรรมการกองทุนพัฒนาบทบาทสตรีจังหวัดอุบลราชธานี,โครงการกองทุนพัฒนาบทบาทสตรีจังหวัดอุบลราชธานี,2557,,"เนื่องจากก่อนเข้าร่วมโครงการกลุ่มสตรีไม่ได้ประกอบอาชีพที่ดำเนินการในรูปกลุ่ม 
และจำนวนเงินที่ได้รับจัดสรรจากกองทุนไม่เพียงพอจะดำเนินการในรูปกลุ่มหรือนำไปดำเนินการตามแผนงานโครงการที่กลุ่มสตรีขอรับการสนับสนุนได้ 
","ข้อตรวจพบที่ 
1 
 
 
การพิจารณาอนุมัติโครงการและการโอนเงินกองทุนพัฒนาบทบาทสตรีล่าช้ากว่า 
 
ที่กำหนด
	
กองทุนพัฒนาบทบาทสตรีจังหวัดอุบลราชธานีได้รับจัดสรรงบประมาณ 
จำนวน 
2 
ครั้ง 
ครั้งที่ 
1 
จำนวน 
20.00 
ล้านบาท 
ครั้งที่ 
2 
จำนวน 
110.00 
ล้านบาท 
รว","สำนักงานการตรวจเงินแผ่นดิน 
มีข้อเสนอแนะให้ประธานกรรมการกองทุนพัฒนาบทบาทสตรีจังหวัดอุบลราชธานี 
ดำเนินการดังนี้
1.   กำชับและทำความเข้าใจกับ คกส.ต. และ คกส.จ. 
ในการพิจารณาโครงการของกลุ่มสตรี 
ให้พิจารณาถึงศักยภาพของกลุ่มสตรีว่าจะสามารถนำเงินทุนไปดำเนินกา","ส่งผลให้การดำเนินงานของกองทุนยังไม่สามารถบรรลุวัตถุประสงค์ในการสร้างงานสร้างรายได้และส่งผลให้กลุ่มสตรีไม่สามารถส่งเงินคืนกองทุนได้ตามกำหนด 
เป็นเงินจำนวน 670,000.00 บาท
"
FL-0129,การดำเนินงานไม่บรรลุวัตถุประสงค์เป้าหมายของโครงการ                                                  ,กรมการท่องเที่ยว,การพัฒนาแหล่งท่องเที่ยวของกรมการท่องเที่ยว,2557,," การที่โครงการพัฒนาแหล่งท่องเที่ยวที่กรมการท่องเที่ยวสนับสนุนงบประมาณ
ยังไม่สามารถดำเนินการให้บรรลุผลสำเร็จตามวัตถุประสงค์ 
จากการตรวจสอบพบจุดอ่อนที่สำคัญทั้งหน่วยงานเจ้าของโครงการที่เสนอขอรับการสนับสนุน
งบประมาณ สำนักงานการท่องเที่ยวและกีฬาจังหวัด/จังหวั","ข้อตรวจพบที่ 2 โครงการพัฒนาแหล่งท่องเที่ยวที่ดำเนินการแล้วเสร็จบางส่วน
ไม่บรรลุผลสำเร็จตามวัตถุประสงค์

2.1 โครงการที่ไม่มีการใช้ประโยชน์ตามวัตถุประสงค์ จำนวน 73 โครงการ 
    2.1.1 ไม่มีการใช้ประโยชน์ จำนวน 36 โครงการ แยกเป็น
	  1) ไม่มีการใช้ประโยชน์ทั้ง","1.กรมการท่องเที่ยว ให้อธิบดีกรมการท่องเที่ยว พิจารณาดำเนินการดังนี้
  1.1 ปรับปรุง จัดทำฐานข้อมูลเกี่ยวกับการสนับสนุนโครงการพัฒนาแหล่งท่องเที่ยว
ให้มีข้อมูลที่ถูกต้อง ครบถ้วน และบันทึกข้อมูลให้เป็นปัจจุบัน
  1.2 ทบทวน ปรับปรุงเกี่ยวกับหลักเกณฑ์ เงื่อนไข/แ","โครงการที่ดำเนินการแล้วเสร็จบางส่วนไม่มีการใช้ประโยชน์ตามวัตถุประสงค์โครงการ 
และขาดการดูแลบำรุงรักษา ส่งผลกระทบให้การใช้จ่ายเงินงบประมาณไม่คุ้มค่า
เป็นมูลค่าไม่ต่ำกว่า 312.01 ล้านบาท คิดเป็นร้อยละ 34.12 ของงบประมาณ
ที่ดำเนินการแล้วเสร็จ 
ในจำนวนนี้บางส่ว"
FL-0132,การดำเนินงานไม่บรรลุวัตถุประสงค์เป้าหมายของโครงการ                                                  ,สำนักงานส่งเสริมการศึกษานอกระบบและการศึกษาตามอัธยาศัย,ศูนย์วิทยาศาสตร์เพื่อการศึกษา,2557,,"  สาเหตุที่โครงการพัฒนาฯ บางโครงการดำเนินการไม่เป็นตามแผนปฏิบัติการประจำปี
และตามระเบียบ เนื่องจาก
1.1 การจัดสรรเงินงบประมาณให้กับ ศว. เพื่อใช้เป็นค่าสาธารณูปโภคไม่สอดคล้องกับ
ค่าใช้จ่ายในการปฏิบัติงานจริงของ ศว. จากการสุ่มตรวจสอบ คือ ศว. ขนาดเล็ก 
จำนวน ","โครงการพัฒนาคุณภาพการศึกษาตามอัธยาศัยของศูนย์วิทยาศาสตร์เพื่อการศึกษาบางโครงการ
ดำเนินการไม่เป็นไปตามเป้าหมาย แผนปฏิบัติการประจำปีและตามระเบียบ
1.1 โครงการพัฒนาคุณภาพการศึกษาตามอัธยาศัยบางโครงการดำเนินการไม่เป็นไปตาม
แผนปฏิบัติการประจำปีและตามระเบียบ
1.2 ","1.1 การจัดสรรงบประมาณให้กับ ศว. ในรายการค่าสาธารณูปโภคต้องให้สอดคล้องกับ
ค่าสาธารณูปโภคที่ใช้จ่ายจริง
1.2 การจัดโครงการ กศน. สัญจรฯ มีการดำเนินกิจกรรมหลายครั้งที่ไม่สอดคล้องกับ
งบประมาณที่ได้รับจัดสรร จึงให้กำหนดแนวทางการดำเนินโครงการที่เหมาะสม 
เช่น การล"," จากการที่ ศว. บางแห่งไม่ได้ใช้จ่ายเงินงบประมาณที่ได้รับจัดสรรเพื่อดำเนินโครงการ
พัฒนาฯ ตามแผนการปฏิบัติงานประจำปี พ.ศ. 2555 - 2556 ส่งผลทำให้ผู้เข้ารับบริการ
จากโครงการพัฒนาฯ ของ ศว. เสียโอกาสในการเรียนรู้ทางด้านวิทยาศาสตร์เทคโนโลยี 
และวัฒนธรรม จากโครงก"
FL-0135,การดำเนินงานไม่บรรลุวัตถุประสงค์เป้าหมายของโครงการ                                                  ,สำนักงานจังหวัดนครศรีธรรมราช,โครงการภายใต้แผนปฏิบัติราชการ ประจำปีงบประมาณ 2555จังหวัดนครศรีธรรมราช,2557,,"สาเหตุดังนี้

โครงการนครแห่งประมง
 	1.การดำเนินงานตามโครงการของกิจกรรมที่ 3 และ 6 ล่าช้า เนื่องจาก 
เจ้าที่ไม่ได้ให้ความสำคัญที่จะดำเนินงานตามโครงการให้แล้วเสร็จภายในกำหนดเวลางานของโครงการ
	2.การดำเนินงานของกิจกรรมที่ 5 ล่าช้า เนื่องจาก 
ขาดการประสานงานที","การดำเนินงานตามโครงการไม่บรรลุผลสำเร็จตามเป้าหมายและวัตถุประสงค์ที่กำหนด
 1.การดำเนินงานล่าช้าไม่เป็นไปตามเป้าหมายที่กำหนด
2.วัสดุอุปกรณ์ที่ได้รับการสนับสนุนไม่ได้ใช้ตามวัตถุประสงค์

","1.การดำเนินงานล่าช้า 
ทำให้ประชาชนไม่สามารถใช้ประโยชน์จากงาน/กิจกรรมของโครงการได้เต็มที่ 
ส่งผลกระทบต่อศักยภาพการพัฒนาจังหวัดนครศรีธรรมราช
	1.1เร่งรัดและติดตามการก่อสร้างโรงผลิตอาหารสัตว์น้ำ หมู่ที่ 4 
ต.วังอ่าง อ.ชะอวด จ.นครศรีธรรมราช และตลาดกลางสัตว์น้ำ","ผลกระทบ ดังนี้

โครงการนครแห่งประมง
	
	1.ประชาชนขาดความเชื่อมั่นต่อการดำเนินงานโครงการในการช่วยเหลือของหน่วยงานภาครัฐ 
ส่งผลให้อนาคตหากหน่วยงานภาครัฐดำเนินงานโครงการใด 
ประชาชนอาจจะไม่ให้ความร่วมมืออีกต่อไป
	2.ทำให้เกษตรกรกลุ่มเป้าหมายในกิจกรรมที่ 5 และ 7"
FL-0136,การดำเนินงานไม่บรรลุวัตถุประสงค์เป้าหมายของโครงการ                                                  ,สำนักงานจังหวัดสุราษฎร์ธานี,การดำเนินงานโครงการตามแผนปฏิบัติราชการประจำปีของกลุ่มจังหวัดภาคใต้ฝั่งอ่าวไทย ประจำปีงบประมาณ 2555,2557,,,,,
FL-0137,การดำเนินงานไม่บรรลุวัตถุประสงค์เป้าหมายของโครงการ                                                  ,โครงการชลประทานชุมพร,การจัดหาแหล่งน้ำและเพิ่มพื้นที่ชลประทาน ปีงบประมาณ 2555,2557,,,,,
FL-0138,การดำเนินงานไม่บรรลุวัตถุประสงค์เป้าหมายของโครงการ                                                  ,มหาวิทยาลัยราชภัฏกาญจนบุรี,โครงการเพิ่มประสิทธิภาพการผลิตพืชเพื่อการอุตสาหกรรมและส่งออก,2557,,"1.โครงการการตรวจรับรองแหล่งผลิตพืชผักเพื่อการส่งออก
  กรณีเกษตรกรไม่ต่ออายุใบรับรองเนื่องจากเกษตรกรไม่เห็นความสำคัญของประโยชน์ในการ
ต่ออายุใบรับรอง หรือไม่ทราบว่าต้องมีการต่ออายุใบรับรอง และเกษตรกรหันไปปลูกพืช
ชนิดอื่น รวมทั้งเกษตรกรที่ปลูกข้าวโพดฝักอ่อนไ","1.โครงการการตรวจรับรองแหล่งผลิตพืชผักเพื่อการส่งออก
ข้อตรวจพบ ผลการดำเนินงานโครงการต่ำกว่าเป้าหมายที่กำหนด
  จากการตรวจสอบข้อมูลการจดทะเบียนรับรองแหล่งผลิตพืชตามระบบการจัดการคุณภาพ: 
GAP พืช พบว่า มีเกษตรกรมายื่นขอจดทะเบียนทั้งหมดจำนวน 1,643 แปลง ผ่านการต","1.โครงการการตรวจรับรองแหล่งผลิตพืชผักเพื่อการส่งออก
  1.1 ควรมีการประสานงานกับสำนักงานเกษตรจังหวัดกาญจนบุรี เพื่อดำเนินการ
ประชาสัมพันธ์ให้เกษตรกรเห็นความสำคัญของการมีใบรับรอง GAP พืช และประโยชน์ที่จะ
ได้รับ สำหรับกรณีโรงงานที่รับซื้อผลผลิตทางการเกษตรโดยไ","1.โครงการการตรวจรับรองแหล่งผลิตพืชผักเพื่อการส่งออก
  ทำให้การใช้จ่ายงบประมาณในการตรวจรับรอง ซึ่งกำหนดงบประมาณไว้แปลงละ 1,000 บาท 
และกำหนดจำนวนแปลงที่จะผ่านการประเมินและได้ใบรับรองจำนวน 900 แปลง แต่ได้ใบรับรอง
เพียงจำนวน 408 แปลง ต่ำกว่าเป้าหมายที่กำหนด "
FL-0139,การดำเนินงานไม่บรรลุวัตถุประสงค์เป้าหมายของโครงการ                                                  ,สำนักงานพัฒนาที่ดินเขต 10,โครงการแหล่งน้ำในไร่นานอกเขตชลประทาน,2556,,"สาเหตุที่สระน้ำไม่ได้ใช้ประโยชน์
1. เกษตรกรไม่ได้ประกอบอาชีพด้านเกษตรในที่ดินที่ขุดสระน้ำแล้ว
2. เกษตรกรมีแหล่งน้ำอื่นเพียงพอ
3. เกษตรกรบางรายไม่มีความจำเป็นหรือความต้องการสระน้ำที่แท้จริง
4. สระน้ำของโครงการมีปริมาณน้ำค่อนข้างจำกัด 
เกษตรกรบางรายมีพื้นที","ข้อตรวจพบที่ 1 
แหล่งน้ำในไร่นานอกเขตชลประทานบางแห่งเมื่อจัดสร้างแล้วไม่ได้ใช้ประโยชน์หรือใช้ประโยชน์ไม่เป็นไปตามวัตถุประสงค์ของโครงการ
1.1 สระน้ำที่สถานีพัฒนาที่ดินก่อสร้างให้กับเกษตรกรไม่ได้ใช้ประโยชน์
    จากการสอบถามเกษตรกรผู้ได้รับสระน้ำตามโครงการของ","1. ประสานไปยังกรมพัฒนาที่ดิน ดังนี้
1. ให้กำหนดมาตรการเรื่องระยะเวลาในการใช้ประโยชน์จากสระน้ำ
1.2 
ทบทวนหรือให้ความชัดเจนในเรื่องพื้นที่สำหรับการขุดสระน้ำตามคู่มือที่ระบุไว้ว่า 
โครงการแหล่งน้ำในไร่นานี้กำหนดให้ขุดสระในพื้นที่ราบต่ำเท่านั้น
2. สั่งการให้ส","จากสภาพปัญหาดังกล่าวทำให้การใช้จ่ายงบประมาณแผ่นดินเกิดความไม่คุ้มค่า 
และทำให้การดำเนินงานโครงการแหล่งน้ำในยไร่นานอกเขตชลประทานของสถานีพัฒนาที่ดินไม่บรรลุวัตถุประสงค์ 
รวมถึงเกษตรกรสูญเสียความเชื่อมั่นในการแก้ปัญหาภัยแล้งของภาครัฐ 
และทำให้เสียโอกาสของการ"
FL-0140,การดำเนินงานไม่บรรลุวัตถุประสงค์เป้าหมายของโครงการ                                                  ,สำนักงานจังหวัดสิงห์บุรี,การบริหารจัดการโครงการตามแผนพัฒนาจังหวัดสิงห์บุรี,2557,,"สาเหตุ (Cause)
จากผลการตรวจสอบการดำเนินโครงการ/กิจกรรมภายใต้ประเด็นยุทธศาสตร์การสร้างมูลค่าเพิ่มในสินค้าเกษตรและอุตสาหกรรมที่ต่อเนื่องจากการเกษตร 
พบว่า มี 7 กิจกรรม 
ซึ่งผลการดำเนินงานไม่บรรลุผลสำเร็จตามวัตถุประสงค์ที่กำหนดไว้ 
มีสาเหตุสำคัญสรุปได้ดังนี้","ข้อตรวจพบ : การดำเนินโครงการไม่บรรลุผลสำเร็จตามวัตถุประสงค์ที่กำหนด
จากการตรวจสอบพบว่า ผลการดำเนินโครงการ จำนวน 7 กิจกรรม จากทั้งหมด 10 
กิจกรรม หรือคิดเป็นร้อยละ 70.00 ไม่บรรลุผลสำเร็จตามวัตถุประสงค์โครงการ  
สรุปสาระสำคัญได้ดังนี้
 กิจกรรมแปรรูปผลิตภัณ","ข้อเสนอแนะ (Recommendation)
เพื่อให้การดำเนินโครงการตามแผนพัฒนาจังหวัดเป็นไปอย่างมีประสิทธิภาพ 
ประสิทธิผล และเกิดความคุ้มค่าต่อการใช้จ่ายเงินงบประมาณแผ่นดิน 
สำนักงานการตรวจเงินแผ่นดินมีข้อเสนอแนะ  
ให้ผู้ว่าราชการจังหวัดสิงห์บุรีพิจารณาดำเนินการ ดังนี้
","ผลกระทบ (Effects)
การดำเนินโครงการ/กิจกรรมภายใต้ประเด็นยุทธศาสตร์การสร้างมูลค่าเพิ่มในสินค้าเกษตรและอุตสาหกรรมที่ต่อเนื่องจากการเกษตรไม่บรรลุวัตถุประสงค์ 
ส่งผลกระทบต่อการใช้จ่ายเงินงบประมาณ สรุปได้ดังนี้
1. ทำให้สูญเสียโอกาสที่จะได้รับประโยชน์หรือได้รับป"
FL-0141,การดำเนินงานไม่บรรลุวัตถุประสงค์เป้าหมายของโครงการ                                                  ,สำนักงานจังหวัดอุตรดิตถ์,การดำเนินการโครงการตามแผนงานเพื่อให้ความช่วยเหลือฟื้นฟูเยียวยาผู้ได้รับผลกระทบจากสถานการณ์อุทกภัย (กฟย.),2557,,"กรณีที่ผลการดำเนินงานตามแผนงานเพื่อให้ความช่วยเหลือ ฟื้นฟู เยียวยา 
ผู้ที่ได้รับผลกระทบจากสถานการณ์อุทกภัยของสำนักงานสาธารณสุขจังหวัดอุตรดิตถ์ 
ไม่บรรลุวัตถุประสงค์ตามที่คณะกรรมการเพื่อให้ความช่วยเหลือฟื้นฟู เยียวยา 
ผู้ได้รับผลกระทบจากสถานการณ์อุทกภัย(กฟ","


ผลการดำเนินงานตามแผนงานเพื่อให้ความช่วยเหลือ ฟื้นฟู เยียวยา 
ผู้ที่ได้รับผลกระทบจากสถานการณ์อุทกภัยของสำนักงานสาธารณสุขจังหวัดอุตรดิตถ์ 
ไม่บรรลุวัตถุประสงค์ตามที่ได้กำหนดไว้
","สำนักตรวจสอบพิเศษภาค 9 มีข้อเสนอแนะ ดังนี้
1. 	ให้ผู้ว่าราชการจังหวัดอุตรดิตถ์พิจารณาดำเนินการ 
แต่งตั้งคณะกรรมการตรวจสอบข้อเท็จจริงกรณีการดำเนินการไม่เป็นไปตามวัตถุประสงค์ที่คณะกรรมการเพื่อให้ความช่วยเหลือ          
ฟื้นฟู เยียวยา ผู้ได้รับผลกระทบจากสถาน","


1.	กรณีโครงการช่วยเหลือผู้ประสบอุทกภัยระยะของการฟื้นฟูภายหลังน้ำลด งบประมาณ 
7,000,000.00 บาท และโครงการฟื้นฟูสุขภาพชุมชนและจัดการสิ่งแวดล้อมภายหลังน้ำลด 
งบประมาณ 408,200.00 บาท 
มิได้ดำเนินการในพื้นที่ประสบอุทกภัยอำเภอน้ำปาดเพียงพื้นที่เดียว 
แต่ดำเน"
