finding_id,issue_title,unit,program,year,cause_detail,issue_detail,recommendation,outcomes_impact
FL-0052,การดำเนินงานไม่บรรลุวัตถุประสงค์เป้าหมายของโครงการ                                                  ,สำนักงานกองทุนหมู่บ้านและชุมชนเมืองแห่งชาติ สาขา6อุดรธานี,โครงการเพิ่มความเข้มแข็งของเศรษฐกิจฐานรากตามแนวทางประชารัฐ,2561,1.คณะกรรมการผู้รับผิดชอบโครงการขาดความรู้ความเข้าใจในการดำเนินกิจกรรม/โครงการที่ขอรับการสนับสนุนงบประมาณอย่างแท้จริง ไม่ให้ความสำคัญของการจัดทำเอกสารหลักฐานการใช้จ่ายเงินตรงตามข้อเท็จจ ไม่เข้าใจบทบาทหน้าที่ที่ได้รับแต่งตั้ง,การดำเนินโครงการมีความเสี่ยงต่อการบรรลุถึงผลสำเร็จของโครงการจำนวน การดำเนินโครงการมีความเสี่ยงต่อการบรรลุถึงผลสำเร็จของโครงการ จากการตรวจสอบการดำเนินโครงการของกองทุนหมู่บ้านและชุมชนเมือง,"ผู้อำนวยการสำนักงานกองทุนหมู่บ้านและชุมชนเมืองแห่งชาติ
1.เพื่อเป็นการกระจายอำนาจในการบริหารงาน ควรออกคำสั่งมอบอำนาจให้ สทบ.สาขา 
สามารถฟ้องร้องเรียกร้องความเสียหายที่เกิดขึ้นกับกองทุนหมู่บ้านและชุมชนเมืองได้
2.แก้ไข ทบทวน ปรับปรุง คู่มือการดำเนินงานให้มีค","ทำให้โครงการเพิ่มความเข้มแข็งของเศรษฐกิจฐานรากตามแนวทางประชารัฐในภาพรวมไม่บรรลุวัตถุประสงค์ของโครงการตามเจตนารมณ์ 
การใช้จ่ายเงินไม่เกิดประสิทธิภาพ ไม่เกิดประสิทธิผล ไม่คุ้มค่า 
ไม่เกิดความยั่งยืน 
ประชาชนสูญเสียโอกาสในการได้รับการส่งเสริมศักยภาพในการประก"
FL-0053,การดำเนินงานไม่บรรลุวัตถุประสงค์เป้าหมายของโครงการ                                                  ,เทศบาลนครนครราชสีมา อำเภอเมือง จังหวัดนครราชสีมา,โครงการแก้ไขปัญหาการขาดแคลนน้ำในการอุปโภคบริโภค,2561,,,,
FL-0054,การดำเนินงานไม่บรรลุวัตถุประสงค์เป้าหมายของโครงการ                                                  ,เทศบาลนครนครราชสีมา อำเภอเมือง จังหวัดนครราชสีมา,โครงการแก้ไขปัญหาการขาดแคลนน้ำในการอุปโภคบริโภค,2561,,,,
FL-0055,การดำเนินงานไม่บรรลุวัตถุประสงค์เป้าหมายของโครงการ                                                  ,สำนักงานท้องถิ่นจังหวัดชลบุรี,โครงการป้องกันและแก้ไขปัญหายาเสพติดขององค์กรปกครองส่วนทองถิ่นจังหวัดชลบุรี,2561,1.กิจกรรมส่งเสริมการบำบัดฟื้นฟูให้แก่ผู้เสพ/ผู้ติดยาเสพติดยังไม่ส่งผลให้บรรลุวัตถุประสงค์ตามที่ตั้งไว้ การบันทึกข้อมุลในระบบสารสนเทศยาเสพติด ผู้ผ่านการบำบัดฟื้นฟูส่วนใหญ่ไม่ได้รับการติดตามดูแลช่วยเหลือ,การดำเนินกิจกรรมส่งเสริมการบำบัดฟื้นฟูและฝึกอบรมอาชีพให้แก่ผู้เสพ/ผู้ติดยาเสพติดยังไม่ส่งผลให้บรรลุวัตถุประสงค์ตามที่ตั้งไว 1.กิจกรรมส่งเสริมการบำบัดฟื้นฟูให้แก่ผู้เสพ/ผู้ติดยาเสพติด ผู้ผ่านการบำบัดฟื้นฟูส่วนใหญ่ไม่ได้รับการติดตามดูแลช่วยเหลือ,"ผู้อำนวยการศูนย์ปฏิบัติการป้องกันและปราบปรามยาเสพติดอำเภอ
1.สั่งการให้มีการบันทึกข้อมูลรายชื่อและประวัติผู้เข้ารับการบำบัดฟื้นฟูทุกรายที่มีการเบิกจ่ายงบประมาณในระบบสารสนเทศยาเสพติด 
ให้ครบถ้วนถูกต้องและเป็นปัจจุบัน
2.ให้กำหนดสถานที่รับรายงานตัวผู้ผ่านการบ","1.สิ้นเปลืองทรัพยากร เวลา บุคลากร และงบประมาณ 
2.ส่งผลกระทบต่อเศรษฐกิจและสังคมของประเทศ
"
FL-0057,การดำเนินงานไม่บรรลุวัตถุประสงค์เป้าหมายของโครงการ                                                  ,กรมส่งเสริมการปกครองท้องถิ่น,โครงการป้องกันและแก้ไขปัญหายาเสพติด,2561,กรมส่งเสริมการปกครองท้องถิ่นไม่มีการกำหนดแนวทางการใช้ป สิ่งก่อสร้างและอุปกรณ์ของโครงการป้องกันและแก้ไขปัญหายาเสพติดไม่ใช้ประโยชน์ ไม่มีการสำรวจความต้องการของประชาชนในพื้นที่เกี่ยวกับประเภทกีฬา,สิ่งก่อสร้างและอุปกรณ์ของโครงการป้องกันและแก้ไขปัญหายาเสพติดไม่ใช้ประโยชน์ สิ่งก่อสร้างและอุปกรณ์ของโครงการป้องกันและแก้ไขปัญหา ยาเสพติดไม่ใช้ประโยชน์ตามวัตถุประสงค์เพื่อป้องกันและเฝ้าระวังปัญหาของยาเสพติด,"   สำนักงานการตรวจเงินแผ่นดินมีข้อเสนอแนะให้อธิบดีกรมส่งเสริมการปกครองท้องถิ่น
พิจารณาดำเนินการดังนี้
   1. กำหนดแนวทางการบริหารจัดการและการใช้ประโยชน์กล้องโทรทัศน์วงจรปิด 
และลานกีฬา สนามกีฬา และซักซ้อมความเข้าใจให้กับ อปท. เพื่อการป้องกันและเฝ้าระวัง
ปั","  ส่งผลให้กิจกรรมด้านป้องกันและเฝ้าระวังปัญหาของยาเสพติดตามโครงการดังกล่าว 
ยังไม่บรรลุผลตามที่คาดว่าจะได้รับคือ เยาวชนและประชาชนกลุ่มเสี่ยงไม่สนใจในการ
ออกกำลังกาย เสริมสร้างสุขภาพในสนามกีฬา และลานกีฬาที่ อปท. จัดสร้าง 
รวมทั้งไม่สามารถป้องกันและเฝ้าระวั"
FL-0059,การดำเนินงานไม่บรรลุวัตถุประสงค์เป้าหมายของโครงการ                                                  ,กรมกิจการผู้สูงอายุ,การตรวจสอบการดำเนินงานโครงการศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุ,2561,คณะกรรมการบริหารโครงการศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาช สาเหตุสำคัญที่ทำให้การดำเนินงานของ ส่วนใหญ่ไม่เป็นไปตามวัตถุประสงค์,ศพอส.ส่วนใหญ่ยังไม่เป็นไปตามวัตถุประสงค์ที่กำหนด ส่วนใหญ่ยังไม่เป็นไปตามวัตถุประสงค์ที่กำหนด จัดกิจกรรมต่ำกว่ามาตรฐานกา,"เพื่อให้การดำเนินงานของ ศพอส. เป็นไปอย่างมีประสิทธิภาพ และเป็นไปตามวัตถุประสงค
ที่กำหนด สำนักงานการตรวจเงินแผ่นดินมีข้อเสนอแนะให้ปลัดกระทรวงการพัฒนาสังคม
และความมั่นคงของมนุษย์พิจารณาดำเนินการ ดังนี้
1.จัดให้มีการประเมินผลการดำเนินงานของ ศพอส. โดยเร็ว เพื","การดำเนินงานของ ศพอส.ส่วนใหญ่ที่ยังไม่เป็นไปตามวัตถุประสงค์ที่กำหนดส่งผลกระทบ
ดังนี้ 
1.ผู้สูงอายุอาจขาดโอกาสในการใช้ประโยชน์จากสถานที่ในการจัดกิจกรรม
และบริการ รวมทั้งโอกาสที่จะได้รับการส่งเสริมและพัฒนาศักยภาพในด้านต่าง ๆ 
ตามที่วัตถุประสงค์โครงการกำหนด "
FL-0067,การดำเนินงานไม่บรรลุวัตถุประสงค์เป้าหมายของโครงการ                                                  ,สำนักงานพัฒนาชุมชนจังหวัดเชียงใหม่,การตรวจสอบการดำเนินงานกองทุนหมู่บ้านและชุมชนเมืองแห่งชาติ,2561,และระเบียบคณะกรรมการกองทุนหมู่บ้านและชุมชนเมืองแห่งชาติ ไม่ถูกต้องตามคู่มือบัญชีกองทุนหมู่บ้านและชุมชนเมือง งบการเงิน,ของกองทุนหมู่บ้านในพื้นที่จังหวัดเชียงใหม่ ข้อตรวจพบ การบัญชีกองทุนหมู่บ้านและชุมชนเมือง,"ข้อเสนอแนะ
เพื่อให้การดำเนินงานกองทุนหมู่บ้านและชุมชนเมือง และการใช้เงินงบประมาณ 
เป็นไปอย่างมีประสิทธิภาพ ประสิทธิผล บรรลุวัตถุประสงค์ 
1. ให้ ผู้ว่าราชการจังหวัดเชียงใหม่ 
(ประธานคณะอนุกรรมการสนับสนุนและติดตามการดำเนินงานกองทุนหมู่บ้านและชุมชนเมืองระดับ","ผลกระทบ
1.	กองทุนหมู่บ้านที่ไม่ได้จัดทำบัญชี และไม่ได้จัดทำงบการเงิน 
ทำให้ไม่สามารถสะท้อน ผลการดำเนินงาน และฐานะการเงินของกองทุน 
ส่งผลต่อการบริหารกองทุนหมู่บ้านเป็นไปอย่างไม่มีประสิทธิภาพ และประสิทธิผล
2.	กองทุนหมู่บ้านที่ไม่ได้จัดทำบัญชีแต่จัดทำงบการเง"
FL-0074,การดำเนินงานไม่บรรลุวัตถุประสงค์เป้าหมายของโครงการ                                                  ,สำนักงานท้องถิ่นจังหวัดสระบุรี,โครงการถนนสายวัฒนธรรมไท-ยวน,2561,การที่สำนักงานส่งเสริมการปกครองท้องถิ่นจังหวัดสระบุรีไม่สามารถบริหารจัดการโครงการตามแนวทางที่กำหนดไว้ได้นั้น ไม่สามารถส่งมอบอาคารศูนย์ท่องเที่ยวพร้อมระบบสารสนเทศ รวมทั้งสิ่งก่อสร้างและทรัพย์สินอื่นๆ,สำนักงานส่งเสริมการปกครองท้องถิ่นจังหวัดสระบุรี โดยใช้จ่ายจากงบประมาณรายจ่ายประจำปีงบประมาณ ข้อตรวจพบ,"   
1.เร่งรัดให้บริษัทผู้รับจ้างดำเนินการซ่อมแซมแก้ไขทรัพย์สินของโครงการที่ชำรุด 
รวมทั้งตรวจสอบงานระบบข้อมูลสารสนเทศการจัดการท่องเที่ยวซึ่งยังไม่เคยเปิดใช้งานมาก่อน 
เพื่อให้อยู่ในสภาพที่สามารถใช้งานได้อย่างมีประสิทธิภาพ 
หากพบความชำรุดบกพร่องให้รีบแจ้งผ","   การที่สำนักงานฯ ยังไม่สามารถบริหารจัดการโครงการตามแนวทางที่กำหนดได้ 
ส่งผลกระทบ ดังนี้
   1.ผลการดำเนินงานโครงการฯ 
ยังไม่บรรลุวัตถุประสงค์และเป้าหมายของโครงการที่กำหนดไว้ 
โดยเฉพาะด้านการส่งเสริมให้ประชาชนเดินทางมาท่องเที่ยวในเส้นทางถนนสายวัฒนธรรมไท-ย"
FL-0076,การดำเนินงานไม่บรรลุวัตถุประสงค์เป้าหมายของโครงการ                                                  ,สำนักนายกรัฐมนตรี,กองทุนหมู่บ้านและชุมชนเมืองแห่งชาติ,2561,2.กองทุนหมู่บ้านส่วนใหญ่ไม่ทราบระยะเวลาการค้างชำระและ/หรือเงินขาดบัญชีที่ชัดเจน 1.กองทุนหมู่บ้านยังมีปัญหาหนี้ค้างชำระและ/หรือเงินขาดบัญชีในบัญชีที่ โดยเฉพาะกองทุนชุมชนเมือง,ประสบปัญหาหนี้ค้างชำระและ/หรือเงินขาดบัญชีในบัญชีที่ 1กองทุนหมู่บ้านที่สุ่มตรวจสอบ บางกองทุนหมู่บ้านหยุดดำเนินกิจกรรม,"ข้อเสนอแนะ
สำนักงานการตรวจเงินแผ่นดินมีข้อเสนอแนะให้คณะกรรมการกองทุนหมู่บ้านและชุมชนเมือง
แห่งชาตและผู้อำนวยการสำนักงานกองทุนหมู่บ้านและชุมชนเมืองแห่งชาติ 
พิจารณาดำเนินการดังนี้
1. คณะกรรมการกองทุนหมู่บ้านและชุมชนเมืองแห่งชาติ (กทบ.) 
ซึ่งมีบทบาทหน้าที่ต",
FL-0077,การดำเนินงานไม่บรรลุวัตถุประสงค์เป้าหมายของโครงการ                                                  ,กรมการพลังงานทหาร,การส่งเสริมสนับสนุนการผลิตและการใช้พลังงานทดแทน,2561,ไม่มีการใช้ประโยชน์,เครื่องมืออุปกรณ์ระบบการผลิตและผลผลิตไม่มีการใช้ประโยชน์ตามวัตถุประสงค ์และขาดการดูแลบำรุงรักษา,"1. 
สั่งการให้มีการทบทวนและปรับปรุงกระบวนการสนับสนุนการผลิตและการใช้พลังงานทดแทน
ของกรมการพลังงานทหารให้เป็นไปในเชิงวิชาการ 
โดยคำนึงถึงการมีข้อมูลที่ถูกต้องและครบถ้วน 
มีการสอบทานข้อมูลให้สอดคล้องตรงตามข้อเท็จจริง 
และมีการวิเคราะห์ถึงศักยภาพในการดำเนินก",
FL-0474,การดำเนินงานล่าช้ากว่าแผน                                                                           ,สำนักงานจังหวัดนราธิวาส,โครงการจัดตั้งอาคารศูนย์จำหน่ายผลิตภัณฑ์ชุมชนและอาคารศูนย์บริการนักท่องเที่ยว,2561,1.ขาดการเตรียมความพร้อมด้านพื้นที่สำหรับก่อสร้างโครงการอาคารศูนย์จำหน่ายผลิตภัณฑ์ชุมขนและอาคารศูนย์บริการนักท่องเที่ยว 2.การขออนุญาตใช้พื้นที่และอัตราค่าเช่าที่ไม่ถูกต้องเหมาะสม 3.การเปลี่ยนแปลงวัตถุประสงค์โครงการ,การดำเนินโครงการก่อสร้างอาคารศูนย์จำหน่ายผลิตภัณฑ์ชุมชน(OTOP)และโครงการก่อสร้างศูนย์บริการนักท่องเที่ยวมีความล่าช้า,"1.เร่งติดตามผลการอนุมัติมอบอาคารให้เทศบาลเมืองสุไหงโก-ลกใช้ประโยชน์จากกรมธนารักษ์
2.หลังมอบอาคาร 
จังหวัดนราธิวาสควรเข้าไปมีส่วนร่วมในคณะทำงานร่วมกับทม.สุไหงโก-ลกในการกำกับ 
ดูแล รักษาอาคารฯ 
โดยควรคำนึงถึงวัตถุประสงค์เดิมในการจำหน่ายผลิตภัณฑ์ชุมชนควบคู่ไ","1.ประชาชนได้ใช้ประโยขน์ล่าช้า
2.สูญเสียโอกาสจาการใช้ประโยชน์จากงบประมาณที่ลงทุนในโครงการเพื่อไปลงทุนโครงการอื่น 
47,177,000 บาท
3.กลุ่มผลิตภัณฑ์ชุมขน ได้ใช้ประโยชน์จากโครงการช้าลง 
ทำให้สูญเสียโอกาสในการสร้างรายได้
4.อาคารที่ก่อสร้างแล้วเสร็จแต่ยังไม่ได้ใ"
