finding_id,issue_title,unit,program,year,cause_detail,issue_detail,recommendation,outcomes_impact
FL-0579,ความสัมฤทธิ์ผลของโครงการ                                                                            ,กรมกิจการผู้สูงอายุ,การตรวจสอบการดำเนินงานตามแผนผู้สูงอายุแห่งชาติ ฉบับที่ 2,2562,ยังไม่มีการกำหนดแนวทางและผู้รับผิดชอบในการแปลงแผนไปสู่การปฏิบัต สาเหตุหลักเนื่องจากคณะกรรมการผู้สูงอายุแห่งชาติยังไม่ให้ความสำคัญ ในการแปลงแผนผู้สูงอายุแห่งชาติไปสู่การปฏิบัติเท่าที่ควร,การแปลงแผนผู้สูงอายุแห่งชาติฉบับที่ 2545-2564) แผนผู้สูงอายุแห่งชาติ,"เพื่อให้การขับเคลื่อนแผนผู้สูงอายุแห่งชาติฉบับที่ 2 (พ.ศ. 2545-2564) 
ไปสู่การปฏิบัติเป็นไปอย่างมีประสิทธิภาพและประสิทธิผล สำนักงานการตรวจเงินแผ่นดิน
มีข้อเสนอแนะให้อธิบดีกรมกิจการผู้สูงอายุในฐานะเลขานุการ
คณะกรรมการผู้สูงอายุแห่งชาติ เสนอให้ประธานกรรมการ","ส่งผลกระทบต่อการบรรลุวัตถุประสงค์ของแผน ขาดรายละเอียด
ระดับแผนงาน/งาน/โครงการเพื่อใช้ในการติดตามและประเมินผล 
ส่งผลต่อความน่าเชื่อถือในการวัดผลสัมฤทธิ์ของแผน เนื่องจากไม่มีแผนปฏิบัติการ
ในภาพรวมเพื่อใช้เป็นแนวทางในการวางแผนติดตามและประเมินผลอย่างเป็นระบบ "
FL-0678,ด้านความสัมฤทธิ์ผลของโครงการ อื่นๆ                                                                  ,สำนักงานมาตรฐานผลิตภัณฑ์อุตสาหกรรม,การตรวจสอบการดำเนินงานการคุ้มครองผู้บริโภคของสำนักงานมาตรฐานผลิตภัณฑ์อุตสาหกรรม,2562,1.เกณฑ์การคัดเลือกขาดความชัดเจนในเรื่องความพร้อมด้า ยังไม่เกิดผลสัมฤทธิ์เกิดจากสาเหตุหลายประการ ดังนี้,ข้อตรวจพบที่ 3 การพัฒนาศักยภาพผู้ทำ ผู้นำเข้า ผู้จำหน่าย และการสร้างความ ตระหนักรู้แก่ประชาชน ยังไม่เกิดประสิทธิผล,"1.โครงการพัฒนาผู้ประกอบการเพื่อการรับรองคุณภาพผลิตภัณฑ์ (มอก.) รายสาขา
  1.ปรับปรุงเกณฑ์การคัดเลือกให้มีความชัดเจน โดยต้องกำหนดตัวชี้วัดที่สามารถวัด
ค่าออกมาได้ 
  2.ปรับปรุงวิธีการคัดเลือกผู้ประกอบการเข้าร่วมโครงการให้เหมาะสม 
  3.เ พิ่มรูปแบบการประชาสัม","1.โครงการพัฒนาผู้ประกอบการเพื่อการรับรองคุณภาพผลิตภัณฑ์ (มอก.) รายสาขา 
  เกิดค่าเสียโอกาสในการนำเงินงบประมาณไปใช้ในการพัฒนาศักยภาพของผู้ประกอบการ
รายอื่น อีกทั้งผู้ประกอบการที่เข้าร่วมโครงการยังคงไม่สามารถพัฒนาผลิตภัณฑ์
ให้ได้มาตรฐานและได้รับการรับรองเคร"
FL-0679,ด้านความสัมฤทธิ์ผลของโครงการ อื่นๆ                                                                  ,ที่ทำการปกครองอำเภอบางซ้าย,โครงการนวัตกรรม วัฒนธรรมสายน้ำเจ้าพระยา-ป่าสัก เพื่อการท่องเที่ยว,2562,1.สำนักงานส่งเสริมการปกครองท้องถิ่นจังหวัดสระบุรี โดยไม่สำรวจสภาพพื้นที่ที่จะดำเนินโครงการ 2.ที่ทำการปกครองอำเภอบางปะอิน,หรือใช้ประโยชนไม่ตรงตามวัตถุประสงค์ของโครงการ งานปรับปรุงภูมิทัศน์และส่งเสริมการ วัสดุครุภัณฑ์ของโครงการบางรายการไม่มีการใช้ประโยชน์,"ควรเร่งหาแนวทางการดำเนินการเพื่อให้มีการใช้ประโยชน์จากทรัพย์สินหรือวัสดุ 
ครุภัณฑ์นั้น ๆ 
เพื่อให้การใช้จ่ยเงินงบประมาณเกิดความคุ้มค่าและเกิดประโยชน์สูงสุด

"," 
1.ผลการดำเนินงานโครงการยังไม่บรรลุวัตถุประสงค์และเป้าหมายของโครงการที่กำหนดไว้ 
โดยเฉพาะด้านการเพิ่มจำนวนนักท่องเที่ยวและการเพิ่มขึ้นของรายได้จากการท่องเที่ยว 
 2.การใช้จ่ายงบประมาณการดำเนินโครงการเป็นไปอย่างไม่คุ้มค่า 
เนื่องจากอาคารศูนย์ท่องเที่ยวฯ แล"
FL-0689,ด้านประสิทธิผล                                                                                      ,ที่ทำการปกครองอำเภอเมืองตาก,ตรวจสอบการดำเนินงานตามแผนบูรณาการส่งเสริมการพัฒนาจังหวัด และกลุ่มจังหวัดประจำปีงบประมาณ พ.ศ. 2560,2562,,,,
FL-0690,ด้านประสิทธิผล                                                                                      ,อบต.ยางซ้าย,ตรวจสอบการดำเนินงานระบบประปาหมู่บ้านขนาดใหญ่ ขององค์กรปกครองส่วนท้องถิ่นในจังหวัดสุโขทัย,2562,,,,
FL-0691,ด้านประสิทธิผล                                                                                      ,สำนักงานประมงจังหวัดหนองคาย,โครงการเสริมสร้างความโดดเด่นของผลผลิตและผลิตภัณฑ์จากภาคการเกษตรและประมง กิจกรรมการเลี้ยงปลานิลแบบครบวงจร,2562,การดำเนินกิจกรรมส่งเสริมการเลี้ยงปลานิลแบบครบวงจร ไม่มีความรู้ความชำนาญในด้านการบริหารจัดการตลาด จึงไม่มีการจัดหาตลาดรองรับผลผลิต,การดำเนินกิจกรรมส่งเสริมการเลี้ยงปลานิลแบบครบวงจร ส่งเสริมการเพาะพันธุ์ปลานิลแปลงเพศสายพันธุ์ดี ไม่ได้อาศัยอยู่ในพื้นที่จังหวัดอุดรธานี,,"ข้อตรวจพบที่ 1	การดำเนินกิจกรรมส่งเสริมการเลี้ยงปลานิลแบบครบวงจร 
ไม่บรรลุวัตถุประสงค์ที่กำหนด
การดำเนินโครงการ/กิจกรรมไม่บรรลุวัตถุประสงค์ตามที่กำหนดไว้ 
ส่งผลให้ไม่สามารถแก้ไขปัญหาการนำเข้าลูกพันธ์ปลานิลจากจังหวัดในภูมิภาคอื่น 
ๆ ไม่สามารถเพิ่มรายได้ให้"
FL-0692,ด้านประสิทธิผล                                                                                      ,สำนักงานประมงจังหวัดหนองคาย,โครงการเสริมสร้างความโดดเด่นของผลผลิตและผลิตภัณฑ์จากภาคการเกษตรและประมง กิจกรรมการเลี้ยงปลานิลแบบครบวงจร,2562,การดำเนินกิจกรรมส่งเสริมการเลี้ยงปลานิลแบบครบวงจร ไม่มีความรู้ความชำนาญในด้านการบริหารจัดการตลาด จึงไม่มีการจัดหาตลาดรองรับผลผลิต,มอบพ่อพันธุ์แม่พันธุ์พร้อมวัสดุอุปกรณ์ให้กับเกษตรกรรายอื่น ส่งเสริมการเพาะพันธุ์ปลานิลแปลงเพศสายพันธุ์ดี การดำเนินกิจกรรมส่งเสริมการเลี้ยงปลานิลแบบครบวงจร,"ข้อตรวจพบที่ 1	การดำเนินกิจกรรมส่งเสริมการเลี้ยงปลานิลแบบครบวงจร 
ไม่บรรลุวัตถุประสงค์ที่กำหนด
1. จัดทำโครงการหรือกิจกรรมย่อยโดยการบูรณาการกับส่วนราชการ ภาคเอกชน 
ที่เกี่ยวข้องเพื่อจัดฝึกอบรมให้ความรู้ จัดหาช่องทางการจำหน่าย 
ส่งเสริมด้านการตลาดให้เกิดตลา","ข้อตรวจพบที่ 1	การดำเนินกิจกรรมส่งเสริมการเลี้ยงปลานิลแบบครบวงจร 
ไม่บรรลุวัตถุประสงค์ที่กำหนด
การดำเนินโครงการ/กิจกรรมไม่บรรลุวัตถุประสงค์ตามที่กำหนดไว้ 
ส่งผลให้ไม่สามารถแก้ไขปัญหาการนำเข้าลูกพันธ์ปลานิลจากจังหวัดในภูมิภาคอื่น 
ๆ ไม่สามารถเพิ่มรายได้ให้"
FL-0693,ด้านประสิทธิผล                                                                                      ,สำนักงานจังหวัดอุบลราชธานี,โครงการพัฒนาและส่งเสริมการเกษตรในกลุ่มจังหวัดภาคตะวันออกเฉีย1,2562,ขาดความพร้อมในการบริหารจัดการและความเป็นไปได้ในการดำเนินงานของกลุ่มให้เกิดผลตอบแทนที่คุ้มค่าต่อการลงทุน ความเข้าใจและประสบการณ์ในการบริหารจัดการโครงการด้านการแปรรูปสินค้าเกษตร หน่วยงานดำเนินโครงการขาดความรู้,กลุ่มเกษตรกรที่เข้าร่วมโครงการส่งเสริมการแปรรูปสินค้าเกษตรเพิ่มมูลค่าในกลุ่มเกษตรกรและวิสาหกิจขาดศักยภาพการบริหารจัดการให้ประสบผลสำเร็จ ขาดศักยภาพการบริหารจัดการให้ประส จากการตรวจสอบกลุ่มเกษตรกรที่เข้าร่วมโครงการ,"1. แจ้งให้สำนักงานเกษตรจังหวัดอุบลราชธานี ศรีสะเกษ อำนาจเจริญ 
และจังหวัดยโสธร ดำเนินการและติดตามผลรายละเอียดตามภาคผนวก 1ดังนี้
1.1 
ดำเนินการประชุมร่วมกับกลุ่มเกษตรกรที่เข้าร่วมโครงการเพื่อส่งเสริมเพิ่มพูนความรู้ให้ประธานและกรรมการบริหารกลุ่ม 
ในเรื่องกา","1. ผลกระทบต่อกลุ่ม 
ทำให้กลุ่มเกษตรกรที่เข้าร่วมโครงการสูญเสียรายได้จากการบริหารจัดการกลุ่ม 
และบริหารจัดการเงินทุนตามเป้าหมายของโครงการและทำให้สมาชิกของกลุ่มขาดแรงจูงใจที่จะเข้าร่วมกลุ่มเพื่อพัฒนากลุ่มให้ประสบผลสำเร็จจำนวน 
32กลุ่ม 
2. 
ผลต่องบประมาณทำให"
FL-0694,ด้านประสิทธิผล                                                                                      ,สำนักงานประมงจังหวัดฉะเชิงเทรา,โครงการการยกระดับคุณภาพและการแปรรูปสินค้าเกษตร งบประมาณจังหวัด ปีงบประมาณ 2560 - 2562,2562,เจ้าหน้าที่ต้องจัดทำรายงานการติดตามประเมินผลให้แล้วเสร็จภายในสิ้นเดือนสิงหาคมซึ่งโครงการดำเนินการยังไม่สิ้นสุดรอบการเลี้ยงสัตว์น้ำ ดำเนินโครงการไม่บรรลุวัตถุประสงค์เรื่องการรวบรวมองค์ความรู้เพื่อใช้ในการส่งเสริมเกษตรกร สาเหตุ,การดำเนินการตามวัตถุประสงค์ของโครงการ,"ให้ประมงจังหวัดฉะเชิงเทรา พิจารณาดำเนินการ ดังนี้
1. 
ให้เจ้าหน้าที่ผู้รับผิดชอบโครงการเร่งรัดกระบวนการถอดบทเรียนเพื่อสรุปเป็นองค์ความรู้ 
โดยการถอดบทเรียนต้องแสดงให้เห็นถึงความโดดเด่น 
และมีการปฏิบัติที่ดีในการเลี้ยงกุ้งขาวปลานิลร่วมกัน 
หรือเป็นเทคนิคเฉ","การดำเนินโครงการพัฒนาการเลี้ยงสัตว์น้ำในพื้นที่ที่มีความเหมาะสมการเลี้ยงกุ้งขาวร่วมกับปลาน้ำจืดที่มีคุณค่าทางเศรษฐกิจในบ่อดิน 
ปีงบประมาณ 2561 
ไม่บรรลุวัตถุประสงค์ในเรื่องการรวบรวมองค์ความรู้เพื่อใช้ในการส่งเสริมเกษตรกรส่งผลกระทบทำให้หน่วยงานไม่มีข้อมูลอ"
FL-0695,ด้านประสิทธิผล                                                                                      ,สำนักงานประมงจังหวัดฉะเชิงเทรา,โครงการการยกระดับคุณภาพและการแปรรูปสินค้าเกษตร งบประมาณจังหวัด ปีงบประมาณ 2560 - 2562,2562,สำนักงานสหกรณ์จังหวัดระยองไม่มีข้อมูลเกี่ยวกับเกษตรกรผู้ปลูกทุเรียนในจังหวัดระยอง และเกษตรกรส่วนใหญ่ที่เข้าร่วมประชุมไม่ขอรับแจกสติกเกอร์ กรณีไม่บรรลุเป้าหมายจำนวนเกษตรที่เข้าร่วมประชุมชี้แจง,ข้อตรวจพบที่ 1 การดำเนินการตามเป้าหมายของโครงการ,"ข้อเสนอแนะ 
	1.  ให้ผู้ว่าราชการจังหวัดระยอง พิจารณาดำเนินการ 
          
มอบหมายให้สำนักงานเกษตรจังหวัดระยองและหน่วยงานที่เกี่ยวข้องสำรวจความต้องการของเกษตรกรผู้ปลูกทุเรียนระยอง 
ศึกษาวิเคราะห์ช่องทางการจำหน่ายทุเรียน 
เพื่อหาแนวทางในการส่งเสริมการจำหน่า","ผลกระทบ 
	1. การจัดประชุมเกษตรกรไม่ครบตามเป้าหมายที่กำหนด 
ในกิจกรรมการสร้างมูลค่าเพิ่มและความเชื่อมั่นให้กับทุเรียนระยอง 
ส่งผลกระทบให้เกษตรกรผู้ปลูกทุเรียนที่มีการขึ้นทะเบียนเกษตรกรกับสำนักงานเกษตรจังหวัดระยอง 
ตามเป้าหมายในปี 2562 จำนวน 3,000 ราย ผ่านก"
FL-0696,ด้านประสิทธิผล                                                                                      ,สำนักงานมาตรฐานผลิตภัณฑ์อุตสาหกรรม,การตรวจสอบการดำเนินงานการคุ้มครองผู้บริโภคของสำนักงานมาตรฐานผลิตภัณฑ์อุตสาหกรรม,2562,โดยกองกำหนดมาตรฐานมีกรอบอัตรากำลังจำนวน อัตรากำลังเจ้าหน้าที่มีจำกัด ให้ความสำคัญกับผลิตภัณฑ์อุตสาหกรรมที่ยังไม่มีการกำหนดมาตรฐาน,การกำหนดและทบทวนมาตรฐานผลิตภัณฑ์อุตสาหกรรมประเภทมาตรฐานบังคับ ข้อตรวจพบที่ เพื่อการคุ้มครองผู้บริโภค,"1. กำชับเจ้าหน้าที่ให้ดำเนินการทบทวนมาตรฐานตามหลักเกณฑ์ โดยจัดทำหนังสือขอความ
เห็นจากผู้มีส่วนเกี่ยวข้องอย่างรอบด้านเพื่อนำข้อมูลมาสู่การพิจารณาทบทวนมาตรฐาน 
2. เร่งรัดการถ่ายโอนงานกำหนดมาตรฐานให้แก่องค์กรเครือข่ายด้านการกำหนดมาตรฐาน 
(Standard Developmen","การที่มาตรฐานผลิตภัณฑ์อุตสาหกรรมประเภทมาตรฐานบังคับไม่ได้รับการทบทวนตาม
หลักเกณฑ์ที่กำหนด ทำให้ผลิตภัณฑ์อุตสาหกรรมบางประเภทมีข้อกำหนดไม่ครอบคลุม
ปัจจัยเสี่ยงที่เกิดขึ้นในปัจจุบัน และการที่ผลิตภัณฑ์อุตสาหกรรมที่มีผลกระทบต่อ
ความปลอดภัยยังไม่ได้รับการกำหนดเ"
FL-0697,ด้านประสิทธิผล                                                                                      ,กรมอุทยานแห่งชาติ สัตว์ป่าและพันธุ์พืช,การตรวจสอบการดำเนินงานการอนุรักษ์ฟื้นฟูและป้องกันทรัพยากรป่าไม้,2562,การเดินลาดตระเวนป้องกันรักษาป่ายังไม่สามารถดำเนินการได้อย่างทั่วถึง และส่งเสริมให้เกิดการมีส่วนร่วมของประชาชนและชุมชนในพื้นที่ ความเข้าใจแก่ประชาชน,การดำเนินกิจกรรมการป้องกันการบุกรุกป่า,"
1. 
กำหนดให้ทุกหน่วยงานที่ทำหน้าที่ในการลาดตระเวนป้องกันการบุกรุกป่าใช้แนวทางการลาดตระเวนเชิงคุณภาพ 
(Smart Patrol) ในการดำเนินการลาดตระเวน 
รวมทั้งพัฒนาศักยภาพของบุคลากรและเครื่องมืออุปกรณ์ให้สามารถเพื่อเพิ่มประสิทธิภาพในการลาดตระเวน 
นอกจากนี้ 
อาจพิจา","การที่ยังมีการบุกรุกพื้นที่ป่าอย่างต่อเนื่อง 
นอกจากส่งผลโดยตรงต่อเป้าหมายในการเพิ่มพื้นที่ป่าอนุรักษ์ของประเทศแล้ว 
การดำเนินการฟื้นฟูให้ป่ากลับมามีสภาพดังเดิมมีความยากยิ่งกว่าโดยรัฐต้องใช้จ่ายงบประมาณในการดำเนินการฟื้นฟูจำนวนมาก 
และใช้ระยะเวลานานกว่าสภ"
FL-0698,ด้านประสิทธิผล                                                                                      ,กรมป่าไม้,การตรวจสอบการดำเนินงานการอนุรักษ์ ฟื้นฟู และป้องกันทรัพยากรป่าไม้ ของกรมป่าไม้,2562,ในการสำรวจและคัดเลือกพื้นที่ป่าเสื่อมโทรมเพื่อดำเนินการปลูกป่าของสำนักจัดการทรัพยากรป่าไม้ท้องที่ ไม่ปรากฏอย่างชัดเจนว่าได้มีการคำนึงถึงความเหมาะสมของสภาพพื้นที่เป้าหมายปลูกป่า ขาดการสอบทานความเหมาะสมของพื้นที่เป้าหมายปลูกป่าโดยหน่วยงานที่รับผิ,แปลงปลูกที่สุ่มตรวจสอบส่วนใหญ่มีอัตราการรอดต จากการตรวจสอบแปลงปลูกและบำรุงป่า โดยการตรวจนับอัตราการรอดตายของกล้าไม้และการสังเกตการณ์สภาพภายในแปลงปลูกป่า,"สำนักงานการตรวจเงินแผ่นดินมีข้อเสนอแนะให้อธิบดีกรมป่าไม้พิจารณาดำเนินการ ดังนี้
	1. ปรับปรุงแนวทางปฏิบัติงานฟื้นฟูป่าไม้ให้สอดคล้องกับขั้นตอน วิธีการ และเงื่อนไขพื้นที่ที่ต้องดำเนินการในปัจจุบัน 
และกำหนดให้มีการรวบรวมข้อมูลเชิงลึกของพื้นที่ให้มีรายละเอีย","    1.1 ทำให้ป่ายังคงมีสภาพเป็นป่าเสื่อมโทรมไม่อาจฟื้นตัวให้มีโครงสร้างและองค์ประกอบได้อย่างสมบูรณ์ตามวัตถุประสงค์ของการฟื้นฟูป่าไม้ 
และการดำเนินการปลูกป่าในแปลงที่มีพื้นที่มิได้มีสภาพเป็นป่าเสื่อมโทรม หรือพื้นที่ที่มิได้กำหนดให้เป็นพื้นที่ต้องฟื้นฟูโดยก"
FL-0701,ด้านประสิทธิผล                                                                                      ,สำนักงานเกษตรจังหวัดประจวบคีรีขันธ์,โครงการส่งเสริมและพัฒนาสับปะรดครบวงจร,2562,ไม่มีการสำรวจพื้นที่สำหรับขุดสระน้ำว่ามีความเหมาะสมและสามารถเก็บกักน้ำได้หรือไม่ สถานีพัฒนาที่ดินจังหวัดประจวบคีรีขันธ์ กิจกรรมสร้างสระน้ำนอกเขตชลประทาน,เกษตรกรบางส่วนไม่ได้ใช้ประโยชน์จากสระน้ำและน้ำหมักชีวภาพในการพัฒนา แหล่งน้ำและพัฒนาดินเพื่อการผลิตสับปะรด สถานีพัฒนาที่ดินจังหวัดประจวบคีรีขันธ์,"สำนักงานการตรวจเงินแผ่นดิน โดยสำนักงานการตรวจเงินแผ่นดินภูมิภาคที่ 12 
(จังหวัดเพชรบุรี) มีข้อเสนอแนะให้สถานีพัฒนาที่ดินจังหวัดประจวบคีรีขันธ์ 
ดำเนินการดังนี้ 
	1. กิจกรรมสร้างสระน้ำนอกเขตชลประทาน 
   ในโอกาสต่อไปหากมีการดำเนินโครงการในลักษณะเช่นนี้อีก 
","1. กิจกรรมสร้างสระน้ำนอกเขตชลประทาน ขนาดความจุ 1,260 ลบ.ม.
 	   1.1 กรณีสระน้ำที่ไม่ได้ประโยชน์ตามวัตถุประสงค์ 
โดยไม่สามารถกักเก็บน้ำได้ จำนวน 10 สระ 
ทำให้เกิดความสูญเปล่าในการใช้เงินงบประมาณแผ่นดิน เป็นจำนวนเงิน 198,620.00 
บาท  
     	     1.2 กรณีสระ"
FL-0708,ด้านประสิทธิผล                                                                                      ,สำนักงานจังหวัดอุตรดิตถ์,โครงการส่งเสริมและพัฒนาผลผลิตการเกษตรแบบบูรณาการและการเกษตรที่มีผลตอบแทนสูง ของสำนักงานเกษตรจังหวัดอุตรดิตถ์,2562,เจ้าหน้าที่ไม่ปฏิบัติตามหลักเกณฑ์,1.การดำเนินโครงการบางส่วนไม่บรรลุวัตถุประสงค์ของโครงการ,,
FL-0710,ด้านประสิทธิผล                                                                                      ,กลุ่มจังหวัดภาคกลางตอนบน 1,แผนพัฒนากลุ่มจังหวัดภาคกลางตอนบน 1,2562,หน่วยดำเนินการไม่ทราบว่าต้องทำการประเมินความสำเร็จ ของหน่วยงานที่รับผิดชอบการใช้ประโยชน์และดูแลรักษากิจกรรม ตามตัวชี้วัด,ปัญหาด้านผลสัมฤทธิ์ในการดำเนินงาน หรือใช้ประโยชน์น้อย/ไม่เต็มศักยภาพ ตามตัวชี้วัดที่กำหนดไว้,"ให้ผู้ว่าราชการจังหวัดพระนครศรีอยุธยา ในฐานะหัวหน้ากลุ่มจังหวัด
ภาคกลางตอนบน พิจารณาสั่งการกลุ่มงานบริหารยุทธศาสตร์
กลุ่มจังหวัดภาคกลางตอนบน ดังนี้
1. ประสานงานกับหน่วยดำเนินการที่เป็นผู้รับผิดชอบกิจกรรมที่
ไม่ได้ใช้ประโยชน์หรือใช้ประโยชน์น้อย ให้กำหนดแนว","1. ทำให้การดำเนินงานไม่บรรลุผลสำเร็จตามเป้าหมาย และกิจกรรม
มีความเสี่ยงที่จะเกิดความไม่คุ้มค่า หรือเกิดความสูญเปล่าหากไม่สามารถแก้ไข
ให้กลับมาใช้ประโยชน์ได้
2. ทำให้ไม่มีข้อมูลที่จะใช้เชื่อมโยงและสนับสนุนตัวชี้วัดในระดับโครงการ
และประเด็นยุทธศาสตร์
3. ทำใ"
FL-0711,ด้านประสิทธิผล                                                                                      ,กรมควบคุมมลพิษ,การตรวจสอบการดำเนินงานการป้องกันและแก้ไขปัญหาสิ่งแวดล้อมของประเทศไทย (ครั้งที่ 3 ด้านน้ำเสีย),2562,การดำเนินงานกิจกรรมการบำบัดน้ำเสียชุมชนยังไม่เกิดผลสัมฤทธิ์ ความพร้อมในการจัดการน้ำเสียให้เกิดผลสัมฤทธิ์และมีประสิทธิภาพ ทั้งด้านงบประมาณในการดำเนินการจัดการน้ำเสียชุ,ระบบบำบัดน้ำเสียรวมของชุมชนที่ก่อสร้างแล้วเสร็จยังไม่เพียงพอ ระบบบำบัดน้ำเสียรวมของชุมชนจำนวน มีศักยภาพรวมกันในการบำบัดน้ำเสียได้น้อยกว่าร้อยละ,"สำนักงานการตรวจเงินแผ่นดินมีข้อเสนอแนะให้ปลัดกระทรวงทรัพยากรธรรมชาติและ
สิ่งแวดล้อมพิจารณาดำเนินการเพื่อให้กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม
เป็นหน่วยงานหลักในการดำเนินการเพื่อพิจารณาจัดทำแผนแม่บทการจัดการน้ำเสียของ
ประเทศ โดยนำเสนอรัฐบาลให้พิจารณา เห","ผลการตรวจสอบการดำเนินงานการป้องกันและแก้ไขปัญหาสิ่งแวดล้อมของประเทศไทย
ด้านน้ำเสีย ตามประเด็นข้อตรวจพบที่ 1 - 3 แสดงให้เห็นว่าการจัดการน้ำเสีย
ของประเทศโดยเฉพาะอย่างยิ่งการดำเนินงานกิจกรรมการบำบัดน้ำเสียชุมชนที่ยังไม่เกิด
ผลสัมฤทธิ์ และไม่มีประสิทธิภาพ ส่"
FL-0712,ด้านประสิทธิผล                                                                                      ,กรมควบคุมมลพิษ,การตรวจสอบการดำเนินงานการป้องกันและแก้ไขปัญหาสิ่งแวดล้อมของประเทศไทย (ครั้งที่ 3 ด้านน้ำเสีย),2562,การดำเนินงานกิจกรรมการบำบัดน้ำเสียชุมชนยังไม่เกิดผลสัมฤทธิ์ น้ำเสียให้เกิดผลสัมฤทธิ์และมีประสิทธิภาพ และไม่มีประสิทธิภาพ,ระบบบำบัดน้ำเสียรวมของชุมชนที่ก่อสร้างแล้วเสร็จยังไม่เพียงพอ ระบบบำบัดน้ำเสียรวมของชุมชนจำนวน มีศักยภาพรวมกันในการบำบัดน้ำเสียได้น้อยกว่าร้อยละ,"สำนักงานการตรวจเงินแผ่นดินมีข้อเสนอแนะให้ปลัดกระทรวงทรัพยากรธรรมชาติและ
สิ่งแวดล้อมพิจารณาดำเนินการเพื่อให้กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม
เป็นหน่วยงานหลักในการดำเนินการเพื่อพิจารณาจัดทำแผนแม่บทการจัดการน้ำเสียของ
ประเทศ โดยนำเสนอรัฐบาลให้พิจารณา เห","ผลการตรวจสอบการดำเนินงานการป้องกันและแก้ไขปัญหาสิ่งแวดล้อมของประเทศไทย
ด้านน้ำเสีย ตามประเด็นข้อตรวจพบที่ 1 - 3 แสดงให้เห็นว่าการจัดการน้ำเสียของ
ประเทศโดยเฉพาะอย่างยิ่งการดำเนินงานกิจกรรมการบำบัดน้ำเสียชุมชนที่ยังไม่เกิด
ผลสัมฤทธิ์ และไม่มีประสิทธิภาพ ส่"
FL-0713,ด้านประสิทธิผล                                                                                      ,กรมควบคุมมลพิษ,การตรวจสอบการดำเนินงานการป้องกันและแก้ไขปัญหาสิ่งแวดล้อมของประเทศไทย (ครั้งที่ 3 ด้านน้ำเสีย),2562,การดำเนินงานกิจกรรมการบำบัดน้ำเสียชุมชนยังไม่เกิดผลสัมฤทธิ์ ขาดความพร้อมในการจัดการน้ำเสียให้เกิดผลสัมฤทธิ์และมีประสิทธิภาพ โดยมีข้อจำกัดทั้งด้านงบประมาณในการดำเนินการจัดการน้ำเสียชุ,ระบบบำบัดน้ำเสียรวมของชุมชนที่ก่อสร้างแล้วเสร็จยังไม่เพียงพอ ระบบบำบัดน้ำเสียรวมของชุมชนจำนวน สำหรับการจัดการน้ำเสียของประเทศข้อตรวจพบที่,"สำนักงานการตรวจเงินแผ่นดินมีข้อเสนอแนะให้ปลัดกระทรวงทรัพยากรธรรมชาติและ
สิ่งแวดล้อมพิจารณาดำเนินการเพื่อให้กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม
เป็นหน่วยงานหลักในการดำเนินการเพื่อพิจารณาจัดทำแผนแม่บทการจัดการน้ำเสียของ
ประเทศ โดยนำเสนอรัฐบาลให้พิจารณา เห","ผลการตรวจสอบการดำเนินงานการป้องกันและแก้ไขปัญหาสิ่งแวดล้อมของประเทศไทย
ด้านน้ำเสีย ตามประเด็นข้อตรวจพบที่ 1 - 3 แสดงให้เห็นว่าการจัดการน้ำเสียของ
ประเทศโดยเฉพาะอย่างยิ่งการดำเนินงานกิจกรรมการบำบัดน้ำเสียชุมชนที่ยังไม่เกิด
ผลสัมฤทธิ์ และไม่มีประสิทธิภาพ ส่"
FL-0714,ด้านประสิทธิผล                                                                                      ,กรมควบคุมมลพิษ,การตรวจสอบการดำเนินงานการป้องกันและแก้ไขปัญหาสิ่งแวดล้อมของประเทศไทย (ครั้งที่ 3 ด้านน้ำเสีย),2562,การดำเนินงานกิจกรรมการบำบัดน้ำเสียชุมชนยังไม่เกิดผลสัมฤทธิ์ น้ำเสียให้เกิดผลสัมฤทธิ์และมีประสิทธิภาพ และไม่มีประสิทธิภาพ,ระบบบำบัดน้ำเสียรวมของชุมชนที่ก่อสร้างแล้วเสร็จยังไม่เพียงพอ ระบบบำบัดน้ำเสียรวมของชุมชนจำนวน มีศักยภาพรวมกันในการบำบัดน้ำเสียได้น้อยกว่าร้อยละ,"สำนักงานการตรวจเงินแผ่นดินมีข้อเสนอแนะให้ปลัดกระทรวงทรัพยากรธรรมชาติและ
สิ่งแวดล้อมพิจารณาดำเนินการเพื่อให้กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม
เป็นหน่วยงานหลักในการดำเนินการเพื่อพิจารณาจัดทำแผนแม่บทการจัดการน้ำเสีย
ของประเทศ โดยนำเสนอรัฐบาลให้พิจารณา เห","ผลการตรวจสอบการดำเนินงานการป้องกันและแก้ไขปัญหาสิ่งแวดล้อมของประเทศไทย
ด้านน้ำเสีย ตามประเด็นข้อตรวจพบที่ 1 - 3 แสดงให้เห็นว่าการจัดการน้ำเสียของ
ประเทศโดยเฉพาะอย่างยิ่งการดำเนินงานกิจกรรมการบำบัดน้ำเสียชุมชนที่ยังไม่เกิด
ผลสัมฤทธิ์ และไม่มีประสิทธิภาพ ส่"
