finding_id,issue_title,unit,program,year,cause_detail,issue_detail,recommendation,outcomes_impact
FL-0726,ด้านประสิทธิผล                                                                                      ,สำนักงานจังหวัดสุพรรณบุรี,โครงการตามแผนแม่บทและแผนปฏิบัติการพื้นที่พิเศษเพื่อการท่องเที่ยวอย่างยั่งยืนเมืองโบราณอู่ทอง จังหวัดสุพรรณบุรี,2560,,การดำเนินโครงการตามแผนแม่บทและแผนปฏิบัติการฯ และโครงการตามแผนแม่บทและแผนปฏิบัติการฯ ที่ยังไม่ได้ดำเนินการบางส่วนมีแนวโน้มจะไม่สามารถดำเนินการตามแผนที่,,
FL-0730,ด้านประสิทธิผล                                                                                      ,สำนักงานท้องถิ่นจังหวัดสุราษฎร์ธานี,เงินอุดหนุนสนับสนุนการแก้ไขปัญหาการขาดแคลนน้ำอุปโภคบริโภคให้แก่ประชาชน ปีงบประมาณ 2558,2560,ขาดการตรวจสอบข้อเท็จจริงของข้อมูลและขาดการเตรียมความพร้อมในด้านสถานที่และขาดความพร้อมด้านแหล่งน้ำ ขาดข้อมูลประกอบการพิจารณาคัดเลือกโครงการ,ระบบประปาหมู่บ้านบางแห่งไม่ได้ใช้ประโยชน์ตามวัตถุประสงค์,,"เกิดความสูญเปล่าของงบประมาณ คิดเป็นวงเงินค่าก่อสร้างจำนวน 43,503,000.00 
บาท และเสียโอกาสในการนำเงินงบประมาณเพื่อพัฒนาด้านอื่นๆ 
ที่มีความจำเป็นเร่งด่วนมากกว่า

"
FL-0734,ด้านประสิทธิผล                                                                                      ,สำนักงานจังหวัดอุตรดิตถ์,โครงการตามมาตรการส่งเสริมความเป็นอยู่ระดับตำบล (ตำบลละ 5 ล้านบาท) จ.อุตรดิตถ์,2560,1.คณะกรรมการกลั่นกรองไม่ปฏิบัติตามหลักเกณฑ์ที่กำหนด 2.เจ้าหน้าที่ที่รับผิดชอบไม่ปฏิบัติตามกฎหมาย ระเบียบ ข้อบังคับที่กำหนด,1.การดำเนินโครงการไม่เป็นไปตามหลัดเกณฑ์และแนวทางที่กำหนด 2.การดำเนินโครงการไม่บรรลุวัตถุประสงค์,"1.ให้แต่งตั้งกรรมการสอบข้อเท็จจริงและพิจารณาโทษตามควรแก่กรณี
2.ให้มีการประสานงานกับองค์กรปกครองส่วนท้องถิ่นเพื่อกำหนดแนวทางให้สามารถใช้ประโยชน์ได้สูงสุด
3.กำชับให้ทุกภาคส่วนปฏิบัติตามกฎหมาย ระเบียบ ข้อบังคับโดยเคร่งครัด
","ทำให้ราชการสูญเสียเงินงบประมาณและประชาชนไม่ได้รับประโยชน์ตามเป้าประสงค์ของโครงการ
"
FL-0735,ด้านประสิทธิผล                                                                                      ,โครงการชลประทานตราด,การตรวจสอบการดำเนินงานโครงการสถานีสูบน้ำด้วยไฟฟ้าพร้อมระบบส่งน้ำของโครงการชลประทานตราด และอปท.จังหวัดตราด,2560,และการจัดทำคำของบประมาณไม่สอดคล้องกับสภาพปัญหาและข้อเท็จจริงของพื้นที่ ไม่ได้กำหนดจากครัวเรือนที่อยู่ในขอบเขตพื้นที่ให้บริการของสถานีสูบน้ำ 2)การกำหนดจุดจ่ายน้ำไม่มีห,สถานีสูบน้ำด้วยไฟฟ้า หรือมีการใช้ประโยชน์ต่ำกว่าเป้าหมายที่กำหนด ที่ก่อสร้างแล้วเสร็จบางแห่งไม่มีการใช้ประโยชน์,"ผู้อำนวยการสำนักงานชลประทานที่ 9
1.กำหนดหลักเกณฑ์ วิธีการ 
หรือขั้นตอนในการดำเนินงานในขั้นตอนการศึกษาเบื้องต้น สำรวจออกแบบ 
และจัดทำคำของบประมาณให้ชัดเจน
2.ในขั้นตอนการเสนอของบประมาณ ให้กำหนดหลักเกณฑ์ ข้อกำหนด 
หรือข้อตกลงเกี่ยวกับการดำเนินงานของผู้ที่เกี","1.พื้นที่การเกษตรและเกษตรกรไม่ได้รับประโยชน์จากสถานีสูบน้ำด้วยไฟฟ้าตามวัตถุประสงคฺ์ของการจัดตั้ง 
พืชผลทางการเกษตรอาจได้รับความเสียหาย
2.เกิดความไม่คุ้มค่าจากงบประมาณในการก่อสร้าง
3.สำหรับสถานีสูบน้ำที่ไม่มีการใช้ประโยชน์ติดต่อกันเป็นระยะเวลานาน 
ส่งผลให้"
FL-0736,ด้านประสิทธิผล                                                                                      ,เทศบาลเมืองปราจีนบุรี อำเภอเมือง ปราจีนบุรี,โครงการระบบจัดการขยะมูลฝอยแบบผสมผสานของเทศบาลเมืองปราจีนบุรี,2560,รางระบายน้ำรอบบ่อฝังกลบและแผ่นพลาสติกความหนาแน่นสูง 1.การออกแบบสิ่งก่อสร้างและอุปกรณ์ไม่เหมาะสม/ไม่สอดคล้งกับสภาพพื้นที่และการใช้งาน การออกแบบก่อสร้างถนนทางเข้าไม่ครอบคลุมการแก้ไขปัญหาตลิ่งทรุดตัวที่มีผลทำให้ถนนทางเข้าชำรุดเสียหาย,จากการตรวจสอบเอกสารสัญญาจ้างและหนังสือแจ้งซ่อมถึงผู้รับจ้าง สิ่งก่อสร้างและอุปกรณ์ของระบบจัดการมูลฝอยแบบผสมผสานเทคโนโลยีบางส่วนชำรุดเสียหาย และไม่สะดวกในการใช้งาน,"1.เร่งรัดผู้รับจ้างให้ดำเนินการซ่อมแซมสิ่งก่อสร้างและอุปกรณ์ของระบบจัดการมูลฝอยแบบผสมผสานเทคโนโลยีที่ชำรุดโดยเร็ว 
พร้อมทั้งให้ผู้รับจ้างดำเนินการป้องกันปัญหาการชำรุดดังกล่าวด้วย 
เพื่อไม่ให้ปัญหาเกิดซ้ำขึ้นอีก 
และให้พิจารณาขยายผลการดำเนินการป้องกันปัญหา","1.ทำให้สิ่งก่อสร้างและอุปกรณ์ที่ชำรุดเสียหาย และไม่สะดวกในการใช้งาน 
ไม่ได้มีการใช้ประโยชน์และใช้ประโยชน์น้อย จำนวน 8 รายการ คิดเป็นร้อยละ 
42.11 ของจำนวนสิ่งก่อสร้างและอุปกรณ์ทั้งหมด
2.ทำให้มีความเสี่ยงที่จะเกิดความไมคุ้มค่าในการใช้จ่ายเงินงบประมาณค่าก่อ"
FL-0737,ด้านประสิทธิผล                                                                                      ,กรมโยธาธิการและผังเมือง,การตรวจสอบการดำเนินงานการจัดการภัยพิบัติ,2560,อีกทั้งผังแสดงโครงการคมนาคมและขนส่งมิได้กำหนดคุณลักษณะเฉพาะ การประเมินความเสี่ยงอุทกภัยเพิ่งเริ่มมีการกำหนดไว้ในขั้นตอนการออกแบบ ไว้ในผังเมืองรวมซึ่งเป็นผังที่มีผลบังคับใช้ตามกฎหมาย,การวางและจัดทำผังเมืองยังคำนึงถึงการป้องกันและบรรเทาปัญหาอุทกภัยไม่เพียงพอ,"1. กรมโยธาธิการและผังเมือง กรุงเทพมหานคร เมืองพัทยา 
และองค์กรปกครองส่วนท้องถิ่น ต้องดำเนินการวางและจัดทำผังเมืองรวมที่
แสดงขอบเขตพื้นที่เสี่ยงภัย 
และกำหนดการใช้ประโยชน์ที่ดินให้สอดคล้องและเหมาะสมกับสภาพพื้นที่เสี่ยงภัย 
เพื่อให้ประชาชนได้รับทราบข้อมูลขอ","ทำให้ไม่สามารถควบคุมการใช้ประโยชน์ที่ดินของภาคเอกชนและไม่สามารถ
ควบคุมการดำเนินโครงการของภาครัฐได้ 
รวมทั้งขาดการติดตามตรวจสอบให้มีการดำเนินการตามผังเมืองที่กำหนด 
ความล้มเหลวเหล่านี้ส่งผลให้ปัญหาน้ำท่วมกลายเป็นปัญหาที่มีความซับซ้อน
ต่อการบริหารจัดการและแ"
FL-0738,ด้านประสิทธิผล                                                                                      ,สำนักงานคณะกรรมการคุ้มครองผู้บริโภค,การตรวจสอบการดำเนินงานการคุ้มครองผู้บริโภคของสำนักงานคณะกรรมการคุ้มครองผู้บริโภค,2560,ไม่มีการกำหนดกิจกรรมการส่งเสริมเครือข่ายภาคประชาชน ไม่มีฐานข้อมูลเครือข่ายการดำเนินงานภาคประชาชนในส่วนภูมิภาค รวมถึงไม่มีการบูรณาการข้อมูลร่วมกับหน่วยงานอื่นที่มีการส่งเสริม,การเสริมสร้างภาคีเครือข่ายคุ้มครองผู้บริโภคส่วนใหญ่ไม่ประสบผลสำเร็จ,"ตามประเด็นที่ 1
","การที่ สคบ. ยังไม่สามารถเสริมสร้างภาคีเครือข่ายคุ้มครองผู้บริโภคให้ครอบคลุม
ไปทั่วประเทศ รวมถึงไม่สามารถผลักดันให้เครือข่ายที่จัดตั้งขึ้นดำเนินการ
ได้ตามวัตถุประสงค์และขาดความต่อเนื่องในการดำเนินกิจกรรมเกี่ยวกับการคุ้มครอง
ผู้บริโภค ทำให้ สคบ. มีเครือข่าย"
FL-0742,ด้านประสิทธิผล                                                                                      ,สำนักงานอุตสาหกรรมจังหวัดระยอง,การบริหารจัดการกากอุตสาหกรรมที่เป็นอันตราย,2560,3.สำนักงานอุตสาหกรรมจังหวัดมีข้อจำกัดทางด้านจำนวนบุคลากรในการติดตามตรวจสอบ 1.ผู้ประกอบกิจการโรงงานขาดจิตสำนึกและขาดความรู้ความเข้าใจที่ถูกต้อง และบังคับใช้กฎหมายอย่างเข้มงวดกับผู้ฝ่าฝืนไม่ปฏิบัติตามกฎหมาย,1.กรมโรงงานอุตสาหกรรมยังไม่สามารถดำเนินการให้โรงงานอุตสาหกรรมเข้าสู่ระบบการจัดการกากของเสียอันตรายได้ตามเป้าหมายที่กำหนด การดำเนินการเร่งรัดให้โรงงานอุตสาหกรรมเข้าสู่ระบบการจัดการกากของเสียอันตรายยังไม่สัมฤทธิ์ผล 2.โรงงานอุตสาหกรรมในจังหวัดชลบุรี,"กรมโรงงานอุตสาหกรรม
1.ให้เร่งรัดและติดตามโรงงานผู้ก่อกำเนิดอุตสาหกรรมในประเทศ 
เข้าสู่ระบบการจัดการกากอุตสาหกรรมให้ได้ตามเป้าหมายที่กำหนดไว้
2.เสริมสร้างความรู้ความเข้าใจที่ถูกต้องแก่ผู้ประกอบกิจการโรงงานในเรื่องการจัดการสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วอย","จากข้อมูลกรมโรงงาน ได้คำนวณตัวเลขปริมาณกากอุตสาหกรรม ปี 2557 พบว่า 
ประเทศไทยควรมีกากอันตรายปีละ3.35 ล้านตัน 
และเมื่อเปรียบเทียบกับปริมาณกากอุตสาหกรรมที่โรงงานได้ขออนุญาตออกไปบำบัด/กำจัด/รีไซเคิลและแจ้งขนส่งจริงแล้ว 
พ.ศ.2557 สำหรับกากอันตราย มีเพียงจำนว"
FL-0743,ด้านประสิทธิผล                                                                                      ,กรมอุตุนิยมวิทยา,การพัฒนาและบำรุงรักษาเครื่องมือตรวจวัดและพยากรณ์อากาศ กรมอุตุนิยมวิทยา กระทรวงเทคโนโลยีสารสนเทศและการสื่อสาร,2560,ดูแลบำรุงรักษาเครื่องมือบางประเภทที่ใช้ในการปฏิบัติงานตามภารกิจหลักของหน่วยงาน 1.กรมอุตุนิยมวิทยาไม่ได้ให้ความสำคัญต่อการจัดทำแผนการปฏิบัติงานด้านการซ่อมแซม โดยมุ่งเน้นหรือให้ความสำคัญเฉพาะแผนปฏิบัติงานด้านการจัดหาเครื่องมือตรวจวัด,เครื่องมือตรวจวัดและพยากรณ์อากาศในภารกิจหลักสำคัญของกรมอุตุนิยมวิทยาจำนวนมาก เกิดการชำรุดเสียหายไม่สามารถใช้งานได้ โดยมีจุดอ่อนอย่างมากเกี่ยวกับระบบ,"1.ให้มีการจัดทำแผนการปฏิบัติงานประจำปีสำหรับการซ่อมแซม 
ดูแลบำรุงรักษาเครื่องมือ ที่ใช้ในการปฏิบัติงานตามภารกิจหลักของกรมอุตุนิยมวิทยา
ให้มีความชัดเจน ครอบคลุมรายการเครื่องมือและอุปกรณ์ และถือปฏิบัติโดยเคร่งครัด 
รวมถึงการวางแผนด้านการจัดหาอะไหล่สำรองตามค","
1.ทำให้เครื่องมือไม่สามารถใช้ประโยชน์ในภารกิจของกรมอุตุนิยมวิทยาได้
ตามวัตถุประสงค์ อีกทั้งยังเป็นการลงทุนโดยไม่เกิดความคุ้มค่าของเงินงบประมาณ 
หรือไม่เกิดประโยชน์ในภารกิจของรัฐอย่างเต็มที่ รวมมูลค่าประมาณของรายการ
เครื่องมือที่ลงทุนติดตั้งแล้วแต่ไม่ได้ร"
FL-0855,ด้านประสิทธิผล อื่น ๆ                                                                               ,สำนักงานท้องถิ่นจังหวัดสุราษฎร์ธานี,เงินอุดหนุนสนับสนุนการแก้ไขปัญหาการขาดแคลนน้ำอุปโภคบริโภคให้แก่ประชาชน ปีงบประมาณ 2558,2560,และสนง.ส่งเสริมการปกครองท้องถิ่นจังหวัดสุราษฎร์ธานีพิจารณาอนุมัติโดยไม่คำนึงถึงความคุ้มค่า ผู้รับจ้างที่มีความชำนาญมีจำนวนน้อยรายและไม่สนใจเสนอราคา รวมทั้งอปท.บางแห่งมีบุคลากรไม่เพียงพอและไม่มีความรู้ความชำนาญ,การจัดจ้างไม่เป็นไปตามหลักเกณฑ์ที่กำหนด,,"การใช้จ่ายงบประมาณค่าก่อสรา้งเกิดความไม่คุ้มค่า เกิดความไม่ประหยัด 
โดยคิดจากวงเงินที่มีการเปลี่ยนแปลงแบบแปลนจำนวน 26,573,400 บาท 
รวมทั้งเสียโอกาสในการนำงบประมาณไปใช้ประโยชน์ด้านอื่นๆ 
ที่ความจำเป็นเร่งด่วนมากกว่า
"
FL-0857,ด้านประสิทธิผล อื่น ๆ                                                                               ,สำนักงานธนารักษ์พื้นที่กำแพงเพชร,การบริหารจัดการที่ราชพัสดุของสำนักงานธนารักษ์พื้นที่,2560,ธนารักษ์พื้นที่และเจ้าหน้าที่ไม่มีการประชาสัมพันธ์หรือแจ้งข้อมูลข่าวสารให้หน่วยงานขอใช้ทราบถึงกฎ ส่วนราชการ/อปท. และแนวทางปฏิบัติเกี่ยวกับการใช้ประ,การบริหารที่ราชพัสดุด้านการให้ส่วนราชการ/องค์กรปกครองส่วนท้องถิ่นผู้ขอใช้ประโยชน์ในที่ราชพัสดุไม่มีประสิทธิภาพ และไม่เป็นไปตามระเบียบและหลักเกณฑ์ที่กำหนด 1.,"1. 
เร่งรัดและกำชับให้สำนักงานธนารักษ์พื้นที่กำแพงเพชรและพิจิตรดำเนินการจัดเก็บค่าเช่าและค่าธรรมเนียมจากกรณีที่ส่วนราชการและองค์กรปกครองส่วนท้องถิ่นขอใช้และนำไปจัดประโยชน์ในเบื้องต้นเป็นเงินจำนวน 
10,466,112.00 บาท . 
ตรวจสอบและจัดเก็บค่าธรรมเนียมการจัดปร","กรณีการจัดทำทะเบียนที่ราชพัสดุจังหวัดไม่ถูกต้อง ครบถ้วน และเป็นปัจจุบัน 
ส่งผลให้ฐานข้อมูลจากทะเบียนที่ราชพัสดุจังหวัดอาจไม่สะท้อนข้อมูลทรัพย์สินที่มีอยู่จริง 
อันจะส่งผลให้การดำเนินการของสำนักงานธนารักษ์พื้นที่ที่เกี่ยวกับการปกครอง 
ดูแล การบำรุงรักษา แล"
FL-0858,ด้านประสิทธิผล อื่น ๆ                                                                               ,องค์การบริหารส่วนจังหวัดมหาสารคาม,โครงการพัฒนาและบริหารจัดการระบบบริการแพทย์ฉุกเฉินจังหวัดร้อยเอ็ด และจังหวัดมหาสารคาม,2560,ที่ได้รับการสนับสนุนรถพยาบาลฉุกเฉินปฏิบัติตามประกาศของ ให้นำรถไปใช้ไม่ตรงตามวัตถุประสงค์ของการแพทย์ฉุกเ อปท.ได้รับการประสานหรือสั่งการโดยตรงจากผู้บังคับบัญชา,ดำเนินการเช่ารถยนต์ดัดแปลงเป็นรถพยาบาลฉุกเฉิน ในพื้นที่จังหวัดร้อยเอ็ด องค์การบริหารส่วนจังหวัดร้อยเอ็ด,"    1.แจ้งกำชับองค์กรปกครองส่วนท้องถิ่นที่ได้รับการสนับสนุนรถพยาบาลฉุกเฉิน
ให้นำรถไปใช้ให้ตรงตามวัตถุประสงค์ของระบบบริการการแพทย์ฉุกเฉิน 
หากพบองค์กรปกครองส่วนท้องถิ่นใดมีการนำรถพยาบาลฉุกเฉินไปใช้ไม่ตรง
ตามวัตถุประสงค์ของการแพทย์ฉุกเฉิน 
ให้ติดตามตรวจสอบ ","    1.อาจทำให้ประชาชนเสียโอกาสที่จะได้รับบริการด้านการแพทย์ฉุกเฉิน 
 หากเกิดเหตุฉุกเฉินหรือมีผู้ป่วยฉุกเฉินที่ควรได้รับบริการอย่างทันท่วงที
    2.อาจก่อให้เกิดความเสียหายต่อชีวิตและทรัพย์สิน
    3.อปท.อาจมีภาระค่าใช้จ่ายค่าน้ำมันที่เพิ่มขึ้น 
จากการให้บริ"
FL-0859,ด้านประสิทธิผล อื่น ๆ                                                                               ,เทศบาลเมืองปราจีนบุรี อำเภอเมือง ปราจีนบุรี,โครงการระบบจัดการขยะมูลฝอยแบบผสมผสานของเทศบาลเมืองปราจีนบุรี,2560,การที่ระบบจัดการมูลฝอยแบบผสมผสานเทคโนโลยีจัดทำแผนการเฝ้าระวังผลกระทบต่อสิ่งแวดล้อมและประชาชน เกิดจากการจัดทำแผนไม่ได้ทบทวนคู่มือการเดินระบบและบำรุงรักษาระบบจัดการขยะมูลฝอยชุมชน และแผนการเตรียมความพร้อมในการรองรับภาวะฉุกเฉินไม่ครบถ้วน,และแผนการเตรียมความพร้อมในการรองรับภาวะฉุกเฉินของระบบจัดการมูลฝอยแบบผสมผสานเทคโนโลยีไม่ครบถ้วน จากการตรวจสอบเอกสารเกี่ยวกับแผนการเฝ้าระวังผลกระทบต่อสิ่งแวดล้อมและประชาชน,"ให้นายกเทศมนตรีเมืองปราจีนบุรีพิจารณาดำเนินการ ดังนี้
  
1.สั่งการให้หน่วยงานที่รับผิดชอบทบทวนคู่มือปฏิบัติการในการดูแลและเดินระบบฝังกลบขยะมูลฝอย 
ของกรมควบคุมมลพิษ 
รวมทั้งลักษณะปัญหาสิ่งแวดล้อมและความเสี่ยงที่สำคัญจากการดำเนินการกำจัดขยะมูลฝอยแบบฝังกลบ ","การที่ระบบจัดการมูลฝอยแบบผสมผสานเทคโนโลยีจัดทำแผนการเฝ้าระวังผลกระทบต่อสิ่งแวดล้อมและประชาชน 
และแผนการเตรียมความพร้อมในการรองรับภาวะฉุกเฉินไม่ครบถ้วน 
จะส่งผลทำให้ไม่มีข้อมูลลักษณะปัญหาสิ่งแวดล้อมที่สำคัญที่ส่งผลกระทบต่อสิ่งแวดล้อมและประชาชน 
และไม่มีแนว"
FL-0861,ด้านประสิทธิผล อื่น ๆ                                                                               ,กรมศิลปากร,การพัฒนาและส่งเสริมงานพิพิธภัณฑสถานแห่งชาติเพื่อการอนุรักษ์ศิลปวัฒนธรรมและเพิ่มศักยภาพการท่องเที่ยว,2560,1.ภัณฑารักษ์หรือเจ้าหน้าที่ที่มีหน้าที่รับผิดชอบในการบันทึกข้อมูล สาเหตุสำคัญที่ทำให้พิพิธภัณฑสถานแห่งชาติมีการปฏิบัติไม่เป็นไปตามคู่มือการจัดทำทะเบียนโบราณวัตถุ การควบคุมการเคลื่อนย้าย,สรุปสาระสำคัญดังนี้ 1.1.1พิพิธภัณฑสถานแห่ การควบคุมการเคลื่อนย้าย,"เพื่อให้การจัดทำทะเบียนโบราณวัตถุ 
ศิลปวัตถุของพิพิธภัณฑสถานแห่งชาติเป็นไปตามคู่มือจัดทำทะเบียนโบราณวัตถุ 
ศิลปวัตถุ อย่างมีประสิทธิภาพ ประสิทธิผล สำนักงานการตรวจเงินแผ่นดินจึงม
ข้อเสนอแนะให้อธิบดีกรมศิลปากรพิจารณาดำเนินการดังนี้
1.กำชับให้ผู้อำนวยการหรือ","จากการที่พิพิธภัณฑสถานแห่งชาติมีการบันทึกข้อมูล การควบคุมการเคลื่อนย้าย 
และการตรวจสอบจำนวนโบราณวัตถุ ศิลปวัตถุ 
ในพิพิธภัณฑสถานแห่งชาติยังไม่เป็นไปตามคู่มือการจัดทำทะเบียนโบราณวัตถุ 
ศิลปวัตถุ ที่กำหนด 
ส่งผลกระทบทำให้พิพิธภัณฑสถานแห่งชาติไม่มีหลักฐานทะเ"
FL-0862,ด้านประสิทธิผล อื่น ๆ                                                                               ,สำนักงานคณะกรรมการคุ้มครองผู้บริโภค,การตรวจสอบการดำเนินงานการคุ้มครองผู้บริโภคของสำนักงานคณะกรรมการคุ้มครองผู้บริโภค,2560,บทบาทของคณะอนุกรรมการคุ้มครองผู้บริโภคในส่วนภูมิภาคและส่วนท้องถิ่น โครงสร้างของคณะอนุกรรมการคุ้มครองผู้บริโภคประจำจังหวัดไม่เหมาะสม ทับซ้อนกับภารกิจของหน่วยราชการในส่วนภูมิภาคและองค์กรปกครองส่วนท้องถิ่น,การส่งเสริมการดำเนินงานคุ้มครองผู้บริโภคในส่วนภูมิภาคและส่วนท้องถิ่น ไม่ประสบผลสำเร็จ,"ตามข้อเสนอแนะข้อ 1
","1. ผู้บริโภคที่อยู่ในส่วนภูมิภาคยังไม่ได้รับการคุ้มครอง 
มีความเสี่ยงที่จะถูกเอาเปรียบจากผู้ประกอบการ 
รวมถึงไม่ได้รับการส่งเสริมประชาสัมพันธ์ให้รู้จักและตระหนักถึงสิทธิของผู้บริโภค
2. ส่งผลให้การใช้งบประมาณในการส่งเสริมการดำเนินงานคุ้มครองผู้บริโภค
ในส่ว"
FL-1003,ด้านประสิทธิภาพและความประหยัด                                                                       ,เทศบาลตำบลทุ่งหลวง,การบริหารจัดการขยะมูลฝอยในเขตพัฒนาเศรษฐกิจพิเศษตาก,2560,สาเหตุที่ทำให้การบริหารจัดการขยะมูลฝอยในเขตพัฒนาเศรษฐกิจพิเศษตากไม่มีประสิทธิภาพเกิดจากปัญหาอุปสรรคและมีข้อกำจัดหลายประการ ในระบบกำจัดขยะมูลฝอยของเทศบาลนครแม่สอดและองค์การบริหารส่วนตำบลช่องแคบชำรุด สรุปได้ดังนี้,องค์กรปกครองส่วนท้องถิ่นที่อยู่ในเขตพัฒนาเศรษกิจพิเศษตากที่มีการบริหารจัดการขยะมูลฝอย และกำจัดขยะมูลฝอยไม่ครอบคุลมผู้ที่ได้รับบริการ การจัดเก็บค่าธรรมเนียมในการเก็บ,"1. 
เทศบาลนครแม่สอดและองค์การบริหารส่วนตำบลช่องแคบควรเร่งดำเนินการซ่อมแซมระบบกำจัดขยะมูลฝอยให้ใช้งานได้โดยเร็ว 
เพื่อแก้ไขปัญหาการกำจัดขยะมูลฝอยในพื้นที่ให้ถูกต้องตามหลักสุขาภิบาลต่อไป
	2. 
องค์กรปกครองส่วนท้องถิ่นต้องดำเนินการบริหารจัดการขยะมูลฝอยประกอบด","การบริหารจัดการขยะมูลฝอยในเขตพัฒนาเศรษฐกิจพิเศษตากไม่มีประสิทธิภาพ 
ทำให้มีผลกระทบต่อคุณภาพสิ่งแวดล้อม เพิ่มภาระด้านงบประมาณ 
และทำให้การใช้จ่ายงบประมาณไม่คุ้มค่า ดังนี้ 
	1. การบริหารจัดการขยะมูลฝอยที่ไม่มีประสิทธิภาพ 
ส่งผลกระทบโดยรวมทำให้ไม่สามารถควบคุ"
FL-1004,ด้านประสิทธิภาพและความประหยัด                                                                       ,สำนักงานปศุสัตว์จังหวัดสุโขทัย,มาตราการส่งเสริมความรู้และการสนับสนุนปัจจัยการผลิตเพื่อลดรายจ่ายครัวเรือน,2560,สาเหตุสำคัญของสภาพปัญหาดังกล่าวเกิดจากการดำเนินโครงการในขั้นตอนการจัดซื้อมีความล่าช้า การคัดเลือกกลุ่มเป้าหมายและการแจกจ่ายปัจจัย การผลิตไม่สอดคล้องกับวัตถุประสงค์โครงการ,ตามคู่มือการดำเนินงานการส่งเสริมความรู้และสนับสนุนปัจจัยการผลิตเพื่อลดรายจ่ายในครัวเรือน การดำเนินโครงการสร้างรายได้จากพืชทดแทนนาปรังไม่มีประสิทธิภาพ การสนับสนุนปัจจัยการผลิตให้แก่เกษตรกรที่เข้าร่วมโครงการมีความล่าช้า,"เพื่อให้การดำเนินโครงการมีประสิทธิภาพ 
ประสิทธิผลและเกิดความคุ้มค่าต่อการใช้จ่ายเงินงบประมาณ 
สำนักงานการตรวจเงินแผ่นดินมีข้อเสนอแนะให้เกษตรจังหวัดพิษณุโลกและสุโขทัยพิจารณาดำเนินการ 
ดังนี้
1. ในการดำเนินโครงการควรมีการวางแผนการดำเนินงานในทุกๆ ด้าน 
ให้เห","ส่งผลกระทบให้การดำเนินโครงการไม่บรรลุวัตถุประสงค์โครงการในการลดพื้นที่การทำนาปรัง 
เกษตรกรกลุ่มเป้าหมายบางส่วนเสียโอกาสและไม่มีรายได้จากการเพาะปลูกพืชทดแทนในฤดูแล้งตามวัตถุประสงค์โครงการ 
และทำให้การใช้จ่ายเงินงบประมาณไม่คุ้มค่า 
"
FL-1007,ด้านประสิทธิภาพและความประหยัด                                                                       ,สำนักงานพัฒนาชุมชนจังหวัดสตูล,โครงการพัฒนาศักยภาพการท่องเที่ยวชุมชน จังหวัดสตูล,2560,2.1สำนักงานพัฒนาชุมชนจังหวัดสตูลต้องการประชาสัมพันธ์ภาพรวมของจังหวัดในการติดตามประเมินผลคณะผู้ ไม่ได้ศึกษาระเบียบอย่างละเอียดทำให้มีการเบิกจ่ายค่าอาหารเกินอัตราที่ระเบียบกำหนด 1.กิจกรรมศึกษาดูงานฯ,การใช้จ่ายเงินงบประมาณในการสนับสนุนแหล่งท่องเที่ยวชุมชนยังไม่มีความประหยัด,"ข้อเสนอแนะถึงผวจ.สตูล
1.ในโอกาสต่อไปก่อนการอนุมัติโครงการควรพิจารณาถึงวัตถุประสงค์ของโครงการ 
เอกสารโครงการต้องมีความชัดเจน 
รวมถึงศักยภาพของชุมชนที่จะต่อยอดโครงการและการติดตามประเมินผลความก้าวหน้าของโครงการ
2.ติดตามผลการตรวจสอบข้อเท็จจริงกรณีที่มีวัสดุคร","กิจกรรมที่1
ผลกระทบ 
เกิดความเสียหายและความไม่ประหยัดในการใช้จ่ายเงินงบประมาณ 
จำนวน 32,000.00 บาท
กิจกรรมที่2
ผลกระทบ
ทำให้ชุมชนท่องเที่ยวทั้ง6ชุมชน ไม่เป็นที่รู้จักแพร่หลายในกลุ่มนักท่องเที่ยว
กิจกรรมที่3
ผลกระทบ
ทำให้เกิดความไม่ประหยัดในการใช้จ่ายเงินง"
